微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
ItorZdCJe,【AI】#骁龙865# 迎来了第5代高通AI引擎，AI算力高达15TOPS，是友商990 5G的1.3倍。骁龙865升级了张量加速器HTA，算力达到4倍，能效比提升35%，引入深度学习带宽压缩技术，最多减少50%的带宽需求。强劲的AI性能让#小米10# 在视频虚化、图像识别、拍照及语音识别等场景有更出色的体验。  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1gbpwdmx8stj21hl0u07hv.jpg,无,无,2020-02-09 13:53,小米10,11247,174,2460
Ito34FfCH,【GPU】GPU一直是高通的“祖传”优势，#骁龙865# Adreno 650 图形渲染速度提升25%，能效比提升35%。骁龙865的GPU 还可以像电脑显卡一样自行更新驱动，通过新驱动的不断优化持续发挥图形性能。玩游戏，首选搭载骁龙865的小米10。同意吗？#小米10#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbpwbvbbi7j20u014041f.jpg,无,无,2020-02-09 12:52,小米10,22405,237,2934
ItnLT845x,"#小米10# 搭载#骁龙865# ，采用1+3+4八个核架构，1个超级大核+3个大核+4个小核，超级大核和大核是A77，小核是A55。附图 Geekbench 5.0 评测：骁龙865单核性能高达934分，比友商高20%，友商仅和骁龙855 Plus 相当。骁龙865整体性能3464分，也遥遥领先。这是因为友商处理器用的是ARM A76，晚了一代。【ARM资料】A77比A76, 同等功耗前提下，性能提高了整整20%。这是非常大的提升。1.第一个具有多条分支指令执行单元，分支指令执行单元是A76的两倍；2.分支预测带宽翻倍；3.分支目标缓冲区增加33%；4.指令分发带宽增加50%；5.乱序执行窗口增加25%；6.增加第4个ALU。                  原图                             ",http://wx2.sinaimg.cn/large/68418ffbly1gbpvup410kj20u0140tbu.jpg,无,无,2020-02-09 12:10,小米10,12518,283,2596
ItnkH4GRw,"#骁龙865# 性能非常强悍！CPU, 基于A77的Kryo 585，整体性能提升25%。GPU, Adreno 650, 性能提升25%，支持高帧率和HDR画质，流畅的游戏体验。AI, 第五代高通AI引擎，性能提高一倍多。支持SA/NSA双模5G。#小米10#  [组图共2张] 原图 ","http://ww3.sinaimg.cn/large/68418ffbly1gbpycjuvdzj20u0140789.jpg,http://ww3.sinaimg.cn/large/68418ffbly1gbpyckgdajj20u014011q.jpg",无,无,2020-02-09 11:03,小米10,9063,213,1882
Itn5GenCX,骁龙865 肯定是目前最强的5G手机处理器小米10 可能是你能够买到的第一款骁龙865手机#小米10#  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1gbpxsgz9l7j20u014011q.jpg,无,无,2020-02-09 10:26,小米10,14985,312,2954
Ith8e0Q36,它终于有了名字！国家卫健委：新型冠状病毒感染的肺炎统一称谓为“新型冠状病毒肺炎”，简称“新冠肺炎”，英文名为“Novel coronavirus pneumonia”，简称为“NCP”。  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gbp7n4mzikj20u0140jwl.jpg,无,无,2020-02-08 19:15,小米10,6324,287,754
ItgsNjucI,WiFi是耗电大户，WiFi6居然可以帮手机省电！！！【WiFi6核心技术：TWT】TWT技术，可以智能安排手机或者IoT设备在不需要通信的时候进入休眠状态，省电。尤其像空气净化器、电动窗帘等，大部分时间不需要通信，TWT可以让其休眠，但又保证随叫随到。#小米10#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gbow9lr2u5j20u0140tb1.jpg,无,无,2020-02-08 17:33,小米10,9859,176,1367
ItgjThddA,拥堵的地方连接WiFi特别慢，WiFi6 可以搞定！【WiFi6核心技术：OFDMA】以前，终端在传输时，在每个时间段内占用整个无线信道。OFDMA，将无线信道划分为多个子信道，把数据打包一次传送。#小米10#  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1gbow98vaqij20u0140wh5.jpg,无,无,2020-02-08 17:11,小米10,5357,156,738
ItfNscEQD,"#小米10# 是首款支持8x8 MU-MIMO 手机。【WiFi6核心技术：8x8 MU-MIMO】MU-MIMO, 多用户同时接受多个数据流，8x8 MU-MIMO 就是同时支持8条串流。以前每次通信是“1对1服务”，现在多个用户同时享受“8对1服务”。WiFi 6 在一个通讯周期内，同时跟 8 台1x1的设备或4台2x2的设备同时完成数据传输。  原图 ",http://wx2.sinaimg.cn/large/68418ffbly1gbow8y43w7j20u014041a.jpg,无,无,2020-02-08 15:52,小米10,15243,363,1931
ItfsqbAGI,"【我相信：AIoT时代，WiFi6 会迅速普及】(1) WiFi 6 速度是常用的 802.11n 16倍！(2) 省电：TWT技术可以通知手机或IoT设备在不需要通讯时进入休眠状态，帮助终端省电！(3) 拥堵区域，有效提速：8x8 MU-MIMO和OFDMA技术，在办公室或机场等区域，平均提速达4倍！WiFi6, 跨越性升级！#小米10#  [组图共2张] 原图 ","http://ww2.sinaimg.cn/large/68418ffbly1gbowa0x7xpj20u014041a.jpg,http://ww2.sinaimg.cn/large/68418ffbly1gbowa0oclsj20u0140dkl.jpg",无,无,2020-02-08 15:00,小米10,8135,509,1570
Itf7klsdi,"【WiFi6 科普】IEEE 发布的 802.11系列标准至今可分为 6 代，最新的 802.11ax 命名为 WiFi6，最大吞吐量可达9.6Gbps。是 WiFi5 (802.11ac, 2012年发布)的2.7倍！是 WiFi4(最常用 802.11n, 2009年发布)的16倍！#小米10#  原图 ",http://wx3.sinaimg.cn/large/68418ffbly1gbow2ejyd3j20u0140dk1.jpg,无,无,2020-02-08 14:08,小米10,8051,263,1326
IteuKi7jc,【小米10标配的UFS3.0 有点猛！】小米10全系标配UFS3.0，支持 Write Turbo 写增强技术，能够提供稳定高速写入速度，实测结果：顺序写速度最快可达到 【730MB/s】 ！！！我查了一下：UFS3.0写速度，目前最高是 530MB/s，友商Mate 30 Pro 5G 写速度大约 400MB/s。#小米10#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gboqvacyuzj20u01407j0.jpg,无,无,2020-02-08 12:33,小米10,30060,369,3532
Ite9Tf6MJ,"【小米10全系标配 UFS 3.0 闪存】UFS 3.0，目前业界最快的闪存，接口带宽高达2900MB/s，是一次跨越性升级：比UFS 2.1 快一倍！比eMMC 5.1 快6.25倍！UFS 3.0, 非常省电，实测：UFS3.0 每GB/s顺序读取的功耗比UFS2.1降低60%，每GB/s顺序写入的功耗比UFS2.1降低48%。#小米10#  [组图共2张] 原图 ","http://ww3.sinaimg.cn/large/68418ffbly1gboqz6gpu6j20u0140gs0.jpg,http://ww4.sinaimg.cn/large/68418ffbly1gboqz62fi1j20u0140got.jpg",无,无,2020-02-08 11:41,小米10,11165,321,2028
Itdyg2N2X,这是一个“艰难”的决定：小米10 新品发布会，最后定在 2月13日，采用「纯网上直播」的方式。这是旗舰手机第一次纯网上直播发布会，难度非常大，大家有啥建议？#小米10#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbn0hr9ersj20u0140wjl.jpg,无,无,2020-02-08 10:09,小米10,61371,2564,10762
It8YtiAyN,武汉挺住，湖北加油！每个中国人的心都和武汉在一起！  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1gbo7h44c0xj20u01400ur.jpg,无,无,2020-02-07 22:29,小米10,17083,886,1309
IsZxRADZb,小米10 全线采用#LPDDR5# ，不仅会搭载美光的LPDDR5 内存，同时也会搭载三星的LPDDR5内存。(附图是三星公众号中的图，不是小米10的渲染图)LPDDR5 性能非常出色，我希望两家供应商都加速生产，尽快普及！  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gbn1jbetjvj20ic0ccgn7.jpg,无,无,2020-02-06 22:29,小米手机,19559,739,3406
IsYTO0nn3,北京，昨晚下了一晚上雪。今天早上在朝阳区通惠河岸边，有人在雪地创作的巨幅标语，“2020·武汉加油 中国必胜！！！”。附近高层住户拍下这动人一幕，“看着心情好澎湃”，“朋友圈刷屏了，行动太暖心”。 人民日报的微博视频  ,无,"http://f.video.weibocdn.com/004lHKhElx07AK7QLWww010412006BiJ0E010.mp4?label=mp4_hd&template=568x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1586151958&ssig=CQRgEJ408w&KID=unistore,video",无,2020-02-06 20:50,小米手机,8849,711,662
IsY5Q5iwW,现在买旗舰机的用户，绝大部分都希望买8G或以上内存的手机。我刚做的这个调查也说明，94%用户希望买8G或者以上内存的旗舰机。这次小米10，我们就不安排6G+128G的型号，从8G内存开始起步，全部是 LPDDR5。可以吗？#LPDDR5#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gbmrdm6kjzj20u00uxwgo.jpg,无,无,2020-02-06 18:47,小米手机,70972,635,9633
IsWzssZv4,美光说，采用#LPDDR5# ，整机省电 5%-10%，续航延长 5%-10%，附图是美光提供的。我非常惊讶，马上安排测试小米10。LPDDR5 vs LPDDR4X 实测结果：1. 综合场景测试，用户续航提升约10%；2. 玩游戏，王者荣耀场景中，省电约20%；3. 在微信语音和视频场景中，省电约10%。LPDDR5 真牛！  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbmohvtcdoj20go080jrq.jpg,无,无,2020-02-06 14:55,小米手机,20672,429,2234
IsWcf5epz,LPDDR5 是跨越性升级的最新内存规格，性能非常出色。初期成本比较贵，我们计划只在小米10高配上采用。经过反复讨论，LPDDR5 对手机性能提升非常明显，我们要让所有小米10用户用上 LPDDR5，哪怕成本贵不少！最后决定：小米10全线采用 LPDDR5！#LPDDR5#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbmlmwinrqj21110kuhdt.jpg,无,无,2020-02-06 13:58,小米手机,27615,633,3291
IsVIs10yh,LPDDR5 是最新的内存标准，对手机性能影响巨大，速度快50%，功耗降低20%。唯一缺点就是成本比较贵，我相信过一段时间，成本也会逐步降低到合理水平。选购旗舰手机，你会买哪种内存规格的手机？ #LPDDR5# 旗舰手机的内存规格选择  ,无,无,无,2020-02-06 12:44,小米手机,95029,325,1342
IsV55t9ct,#LPDDR5# 跨越性的升级换代，对智能手机性能提升产生巨大影响。去年2月，JEDEC发布LPDDR5 标准，从LPDDR4 3200Mbps 提升到 5500Mbps，每秒可传送44GB数据。速度提升50%，功耗下降20%。LPDDR5 采用最高16 Bank可编程和多时钟体系结构，引入了Data-Copy 和Write-X 指令，还有链路ECC纠错。  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbmhvjkfywj21ce0p40x8.jpg,无,无,2020-02-06 11:07,小米手机,13029,386,1563
IsUBmx66X,看到#钟南山# 这个视频，非常感动！“武汉是能够过关的，武汉本来就是很英雄的城市。”祝福武汉，武汉加油！ 🙏🙏 雷军的微博视频  ,无,"http://f.video.weibocdn.com/000KPUcilx07AJCTkoic010412004exk0E010.mp4?label=mp4_hd&template=544x960.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1586151959&ssig=mvIZYdEw%2Fp&KID=unistore,video",无,2020-02-06 09:54,小米手机,7368,248,622
IsOfHafFR,#请把医用n95口罩留给一线医护# 响应号召，我们用的都是医用防护口罩。大家认识这几位吗？  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gblny6bio2j21400u0wk2.jpg,无,无,2020-02-05 17:44,小米手机,12428,162,1373
IsLIgcT3S,旗舰机，大家最想买哪种内存配置？ 关于内存配置  ,无,无,无,2020-02-05 11:16,小米手机,180864,1404,4687
IsGmuoQ89,请大家帮忙，认真做个调查：目前小米30W PD快充性能非常出色，充5000mAh充满1小时多一点。100W快充，充电的确快，就是电池容量损失比较大，成本也贵不少。同样电池体积，大家想要 30W PD + 5000mAh，还是要100W + 4000mAh ？ 想要什么样的快充？  ,无,无,无,2020-02-04 21:39,小米手机,211916,1175,4919
IsDQOt0bf,IDC公布了最新的调研报告：2019年第四季度智能手机市场，小米全球第四，同比增长31.1%，占全球市场份额 8.9%。2020年，小米会更努力！  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gbke089twqj20oj0c8gmz.jpg,无,无,2020-02-04 15:15,小米CC9 Pro 一亿像素,10852,695,1409
IsBI4FkES,在家远程上班的同学们，感觉如何？  ,无,无,无,2020-02-04 09:48,小米CC9 Pro 一亿像素,11887,108,1652
IsvUwaBHW,【武汉莫慌，我们等你！】“武汉像被按下了暂停键”“你看 爱和希望比病毒蔓延的更快”“别怕 再等一等”#武汉最新城市宣传片#当时我就震惊了的微博视频   ,无,"http://f.video.weibocdn.com/000g3dJFlx07AFhFczO801041200Hp5R0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151960&ssig=nwAtUhGC5r&KID=unistore,video",无,2020-02-03 19:03,小米CC9 Pro 一亿像素,14770,4208,1059
IsrXciKjv,刚到办公室，进入园区都需要戴口罩、测体温，电梯全部消毒并有提醒，挂有纸巾用来按电梯按钮……初步感觉防疫工作做得不错。上午集团高管会，主要讨论两个议题：(1)整个集团防疫工作的进展情况 (2)目前最紧急的工作安排  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gbixgjyggfj21400u040m.jpg,无,无,2020-02-03 08:58,小米CC9 Pro 一亿像素,10700,148,1247
Isml7FCQp,大家现在宅在家里做什么？看电视，或玩游戏？我做了份“超豪华”方便面：两份方便面，加了三个鸡蛋，配老干妈，还有王致和腐乳。  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gbi8pwqso4j21400u042a.jpg,无,无,2020-02-02 18:41,小米CC9 Pro 一亿像素,44560,638,4359
IrUZj8xL9,武汉大学各地校友们，面对疫情，团结一心，为家乡、为母校、为战斗在一线的医护人员捐款捐物！我为武汉大学校友点赞！武汉大学的微博视频  ,无,"http://f.video.weibocdn.com/0016180Qlx07AyTxmY5a010412006laA0E010.mp4?label=mp4_hd&template=544x960.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1586151970&ssig=bTBu5H6uui&KID=unistore,video",无,2020-01-30 21:03,小米CC9 Pro 一亿像素,6129,942,467
IrSBzcBQW,我刚去看了会：【直播武汉造医院】雷神山：http://t.cn/A6PIeT14火神山：http://t.cn/A6PIYNvD大家最喜欢的就是小叉车和铲车，亲切叫它们叉酱铲酱，还根据颜色叫小红小白小黄。每次叉车路过，直播间一片欢呼：叉酱来啦！小白出现啦！  ,无,无,无,2020-01-30 14:59,小米CC9 Pro 一亿像素,8260,414,610
IrS6ArYVE,划重点：钟南山院士为大家亲身示范的摘口罩的正确方式。广州日报的微博视频  ,无,"http://f.video.weibocdn.com/003TTfMFlx07AxMjj6cE01041200aXCo0E010.mp4?label=mp4_hd&template=640x1130.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1586151970&ssig=Dla%2FM1QCbt&KID=unistore,video",无,2020-01-30 13:42,小米CC9 Pro 一亿像素,5823,1056,255
IrrYD4H7V,“初一一动不动；初二按兵不动；初三纹丝不动……#钟南山说动才动#！”  ,无,无,无,2020-01-27 19:11,小米CC9 Pro 一亿像素,17671,221,1174
IrgSnlEjo,#小米智能生活#新春大片，饱含我们的心愿，愿勇气、乐观与扶助守望，带来新的美好，愿每个你都安康幸福，如愿生活。❤️小米公司的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/0029lyuglx07AkMg0sqI01041200lBqv0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151979&ssig=alutvdmGn6&KID=unistore,video",无,2020-01-26 14:56,小米CC9 Pro 一亿像素,8850,1072,881
IrgHjtFGd,推荐一个网站：全国新型肺炎疫情实时动态http://t.cn/A6vBv3yL   ,无,无,无,2020-01-26 14:29,小米CC9 Pro 一亿像素,29205,9435,2211
Ir0aZq9Yg,小米同学们祝大家新年好！小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/004xmcFOlx07AptzXYIM010412002WdI0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151987&ssig=4pC2buEZLX&KID=unistore,video",无,2020-01-24 20:25,小米CC9 Pro 一亿像素,4251,94,523
IqHyOr3Jm,#XiaomiStudios#出品，“寻找年味”，Mi Creator @fvanstry 制作，全片由#小米CC9 Pro#拍摄。小米手机的秒拍视频#小米CC9 Pro#  ,无,"http://gslb.miaopai.com/stream/eg1pOVIe3PGauO8Rrt8AKZgcl5j6MmNQ9kXOjw__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32&Expires=1586152023&ssig=Af9pY0ZScs&KID=unistore,video",无,2020-01-22 21:01,小米CC9 Pro 一亿像素,4179,132,614
IqCE9n8TD,用小米CC9 Pro 一亿像素，开启寻找年味之旅。当我们放大生活的细节，才发现，其实年味一直都在身边。祝所有米粉新年快乐！小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/001oXbDzlx07AkMlI75C01041200NKBf0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586152024&ssig=6OhgJzOMmb&KID=unistore,video",无,2020-01-22 08:31,小米CC9 Pro 一亿像素,5768,159,589
IqtrpCkBf,在世界的尽头——南极，#Redmi Note 8#拍下了这片极寒之地的广袤与辽阔。一款千元机，视频拍摄，到了这样的水平，我真心为小米研发同学们自豪！Redmi红米手机的微博视频   ,无,"http://f.video.weibocdn.com/000e2lLHlx07AiRKvk24010412004jsm0E010.mp4?label=mp4_hd&template=908x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586152024&ssig=k%2BGCsa%2BLCy&KID=unistore,video",无,2020-01-21 09:05,小米CC9 Pro 一亿像素,3609,97,527
