微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IutpD848s,【1亿像素8K电影相机】拍摄者拿着#小米10# ，用平滑变焦功能，只需要向后移动，并同时通过变焦拉近镜头，就可以轻松拍出“希区柯克”式的电影效果。这就是著名的“希区柯克”变焦效果。小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/qGBlD4M4lx07B00pYgik0104120012JV0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151795&ssig=m3zDirIcuO&KID=unistore,video",无,2020-02-16 16:22,小米10 Pro,10057,417,1149
IusOOdxP4,#小米10# 视频拍摄新增“视频人像背景虚化”的功能，很容易拍出电影的人像特写效果。帮助更多人用手机拍出更精彩的内容！小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/2UTuZPTFlx07AYyqDloc0104120034Q70E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151796&ssig=XfFL87mLEt&KID=unistore,video",无,2020-02-16 14:51,小米10 Pro,3978,126,838
IusvOmqBt,#小米10# 「1亿像素8K电影相机」，在视频拍摄上有了质的飞跃，率先支持了8K超清视频录制，可能是目前能买到的唯一的一款。8K在整个行业内都是很前沿的技术，而我们已经可以用小米10上录制自己的8K视频了！这条vloger用小米10 Pro 拍的纽约，是不是很有“电影”感？小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/WiDCPvfnlx07AYt64aik01041200qcNi0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151796&ssig=Yjh%2FoAC0zb&KID=unistore,video",无,2020-02-16 14:04,小米10 Pro,4844,284,951
IurUazeJV,我问路由器负责人@刘新宇_小米 ，小米最高端的WiFi6路由器为啥叫 AX3600。这是他的解释：(1) AX就是指802.11ax(WiFi6)协议中的ax.(2)3600，按照行业规则指的是路由器理论最高速率。这款7根天线，其中有2根2.4GHz天线和4根5GHz天线，2.4GHz 理论最高速率574Mbps，5GHz理论最高速率2402Mbps，加起来是2976Mhz。另加1根AIoT天线，支持2.4Ghz/5Ghz双频，理论最高速率是150Mbps+433Mbps。最后总数3559Mbps，正式命名AX3600。#小米aiot路由器ax3600#                  原图                             ,http://wx1.sinaimg.cn/large/68418ffbly1gbxlg4ep9uj21400u0nku.jpg,无,无,2020-02-16 12:31,小米10 Pro,8496,161,1381
IurC6k7W0,这次“海啸”，充分说明了#小米10# 产品好，对友商 P/Mate系列造成了巨大压力。另外，不少朋友建议我们不要理“黑稿”，把产品做好就行了。其实过去我们一直如此，但这个策略有问题，“黑稿”对品牌伤害很大。“黑稿”对真正的米粉没影响，但对普通消费者形成误导。请大家理解。  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gby35uczdyj20u00khad7.jpg,无,无,2020-02-16 11:47,小米10 Pro,31475,1122,3605
IuqM9tIsM,感谢@大米评测 及时公布小米10的游戏发热测试：“30分钟和平精英高清极限帧率，小米10机身正面最高温度40.6℃，背面最高39.7℃……并没有出现啥明显发热发烫的情况，作为5G旗舰来说，整体发热控制挺好的。”附测试结果：小米10 40.8度，P30 44.7度，M30P 43.6度。恳请更多媒体测试！#小米10#  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/68418ffbly1gbxmsrv603j20l00p5ad0.jpg,http://ww4.sinaimg.cn/large/68418ffbly1gbxmssaho1j20u015z0yq.jpg",无,无,2020-02-16 09:39,小米10 Pro,27136,325,2541
IukABq1Z6,#小米10# 1亿像素地球照片，用手机相机从卫星上拍的，清晰度非常高，也好看，做壁纸很美！我直接放了九张照片在附图中，欢迎大家取用。#手机壁纸#  [组图共9张] 原图 ,"http://ww2.sinaimg.cn/large/68418ffbly1gbx87hdcd9j20u01t01ky.jpg,http://ww4.sinaimg.cn/large/68418ffbly1gbx87m9eizj20u01t04qq.jpg,http://ww4.sinaimg.cn/large/68418ffbly1gbx87pchqaj20u01t0e82.jpg,http://ww2.sinaimg.cn/large/68418ffbly1gbx87wn1mtj20u01t0x6q.jpg,http://ww2.sinaimg.cn/large/68418ffbly1gbx88egr7qj20u01t0x6p.jpg,http://ww2.sinaimg.cn/large/68418ffbly1gbx88orzh7j20u01t0npe.jpg,http://ww4.sinaimg.cn/large/68418ffbly1gbx88wedjnj20u01t01ky.jpg,http://ww3.sinaimg.cn/large/68418ffbly1gbx8a1wyxmj20u01t0qv5.jpg,http://ww3.sinaimg.cn/large/68418ffbly1gbx8a657lkj20u01t0e7w.jpg",无,无,2020-02-15 17:54,微博 weibo.com,15334,1961,2110
Iujt4fzF5,"#小米10# 作为高端旗舰机，非常均衡！骁龙865+LPDDR5+UFS3.0, WiFi6, 立体散热系统。6.67""超小孔曲面屏，90Hz, 逐片调教。1亿像素8K电影相机。4780mAh, 30W有线闪充，30W无线闪充。还有，对称式立体声等。你最喜欢哪几点？ 小米10，你最喜欢哪个功能？  ",无,无,无,2020-02-15 15:03,小米10 Pro,62520,322,2113
Iuikr3UcA,"小米10 Pro, 全新的1亿像素8K电影相机，视频拍摄功能非常强，还喜提 DXOMARK 视频拍摄第一名的好成绩。附小米10 Pro 拍摄的视频，很多人不敢相信这是小米拍的，推荐大家仔细看看。#小米10#小米手机的秒拍视频  ",无,"http://miaopai.video.weibocdn.com/JkE69vIOlx07AXuRaP7W01041200tMZz0E013.mp4?label=mp4_hd&template=1128x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151852&ssig=HYou0tU1xX&KID=unistore,video",无,2020-02-15 12:09,小米10 Pro,5451,256,1197
IugACqeSB,背靠大陆，面朝大海，陆海交接之处连绵上千公里的海岸线，美不胜收。我们把#小米10#的相机系统发射到太空，拍了组1亿像素地球照片，这张照片拍自非洲，清晰度非常高。哪位高手能帮忙找下这是哪里？按附图方法可下载更多1亿像素地球照片。#小米10#  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gbwquqpricj20u01407wi.jpg,无,无,2020-02-15 07:43,小米10 Pro,7600,184,1694
IucE1uoq4,我们把小米10的1亿像素相机系统发射到太空，拍了一组地球照片，清晰度非常高。其中我最喜欢这张：非洲撒哈拉沙漠中的库西山，好像有人用硕大笔刷划过这片大地，留下凹凸分明的“笔刷”痕迹，这是大自然的鬼斧神工！我选了这张1亿像素地球照片做壁纸！按附图方法可下载更多照片。#小米10#  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gbw5z6a7dlj20u01407c6.jpg,无,无,2020-02-14 21:40,小米10 Pro,6894,175,1600
Iuc1dxrwb,我们有个疯狂的想法：用小米10的1亿像素相机，给地球拍组照片。把民用的手机发射到太空，再用手机相机拍地球，是不是疯了？我们历经千辛万苦，解决无数难题，最后真的上天了！谢天谢地，终于成功了，这组照片太美了！1亿像素地球照片，做壁纸都很好看！按附图方法，可下载更多照片。#小米10#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbwujwd3dzj20u01407wm.jpg,无,无,2020-02-14 20:05,小米10 Pro,20464,988,2185
IubjDhtfs,做高端旗舰手机，堆料要狠，细节体验要出色！我们反复和用户交流，小米10 解决了不少“疑难杂症”，比如自动亮度。我们下决心改进：(1)前后双光线传感器，把环境光测准 (2)优化算法 (3)把亮度调节细化到4096级。@我是HYK 评测，“自动亮度做的真好……是我用过自动亮度最好的安卓机”。#小米10#  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gbw2jyh5c4j21880nudu3.jpg,无,无,2020-02-14 18:17,小米10 Pro,9461,139,1686
Iu9LQdGHv,【电竞神器】冰封散热背夹，给你的手机装个空调。主动制冷，一分钟就给手机降温10°，非常生猛！欢迎大家到小米商城逛逛！  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbvsw9re5bj21400u0e81.jpg,无,无,2020-02-14 14:21,小米10 Pro,4153,115,1112
Iu8CM90AH,"小米10 Pro 到底好在哪？全方面Pro！首先专业屏幕。6.67""定制超小孔曲面屏，90Hz刷新率。逐片调教到专业显示器标准，JNCD<0.55, ΔE 1.1。其次拍照好。1亿像素8K电影相机，50倍数码变焦，双OIS，8P镜头。DXOMARK见图。还有配置强。骁龙865，全系LPDDR5和UFS3.0，WiFi6，对称式立体声，50W闪充，30瓦无线闪充。贴心的还有标配65W充电器(可充笔记本电脑)。#小米10#                  原图                             ",http://wx4.sinaimg.cn/large/68418ffbly1gbvroipfbuj20u0140ard.jpg,无,无,2020-02-14 11:26,小米10 Pro,36357,1688,13966
Iu8ewkW1e,#小米10# 经典设计，时尚配色。蜜桃金、冰海蓝和钛银黑，喜欢哪种颜色？我们小米的女同学都超爱蜜桃金的颜色。  [组图共4张] 原图 ,"http://ww3.sinaimg.cn/large/68418ffbly1gbv6gyjfyzj21hc0u0wje.jpg,http://ww3.sinaimg.cn/large/68418ffbly1gbv6gxfq6qj20pq0ybn0f.jpg,http://ww1.sinaimg.cn/large/68418ffbly1gbv6gxpsr0j20u0140jv7.jpg,http://ww2.sinaimg.cn/large/68418ffbly1gbv6gy11o1j20u014077s.jpg",无,无,2020-02-14 10:27,小米10 Pro,9090,153,2502
Iu3Jhu0mR,今天#小米10# 发布会圆满成功，效果超过预期，这主要靠大家帮忙，众人拾材火焰高！千言万语化成一句话：感谢！晚安！  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbv5qsubrqj20mm0u577a.jpg,无,无,2020-02-13 22:59,小米10 Pro,25171,365,2935
Iu3h00M6u,提醒大家上闹钟：2月14日(明天)上午10点，小米10 正式开售！2月14日也是小米#天猫超级品牌日#，买完小米10，欢迎大家逛逛小米天猫官方旗舰店！#小米10#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gbuhapfwb7j20u012utc3.jpg,无,无,2020-02-13 21:49,小米10 Pro,6349,178,1452
Iu35x7ts3,小米10发布会 6分钟精华版，错过的同学可以补习一下！#小米10# 小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/MyXf1fzFlx07AVtxPvu001041200HGiZ0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151862&ssig=5%2BPuy3fFi6&KID=unistore,video",无,2020-02-13 21:21,小米10 Pro,15555,1669,1957
Iu2CeFsIQ,小米GaN充电器65W，一个充电器搞定所有常用的设备，尤其是笔记本电脑。大家可以看看笔记本电脑的充电器，实在太大了。GaN氮化镓，黑科技新材料，用来做充电器功率器件，小巧、高效和发热低，比其他充电器小了一大截！甚至比小巧的小米标配充电器再小一半，绝对是神器！！！  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/68418ffbly1gbv05tlaxnj21400u01kx.jpg,http://ww4.sinaimg.cn/large/68418ffbly1gbv05udxo1j21400u0e81.jpg,http://ww4.sinaimg.cn/large/68418ffbly1gbv05v1ji3j21400u0e81.jpg",无,无,2020-02-13 20:09,小米10 Pro,11301,288,1536
Iu21h90md,今天小米10发布会上，发布了一些相关产品及配件。你最想买哪种？说说为啥？#小米10# 小米10发布会上相关产品及配件  ,无,无,无,2020-02-13 18:37,小米10 Pro,88829,397,3560
Iu1o22NGs,"小米10 Pro,屏幕、拍照、音质和性能，全方位Pro!#小米10#  [组图共2张] 原图 ","http://ww1.sinaimg.cn/large/68418ffbly1gbun8ig282j21400u04qp.jpg,http://ww1.sinaimg.cn/large/68418ffbly1gbun8iuiajj20u0140gzl.jpg",无,无,2020-02-13 17:01,小米10 Pro,23705,2715,4252
Iu1hgcHUX,小米10，小米十周年梦幻之作。8G+128G，定价仅3999元。- 5G旗舰处理器骁龙865，LPDDR5和UFS3.0，配立体散热系统，性能非常出色。4780mAh，三重快充。- 6.67英寸定制超小孔曲面屏， 90Hz 刷新率和180Hz 触控采样率，峰值亮度1120nit，对比度500万:1，4096级亮度调节。- 1亿像素8K电影相机，OIS+EIS，支持前置120Hz慢动作自拍。- 对称式立体声，横向线性马达，红外遥控等。#小米10#                  原图                             ,http://wx2.sinaimg.cn/large/68418ffbly1gbumzvzcpfj21400u0quq.jpg,无,无,2020-02-13 16:44,小米10 Pro,24823,606,4323
Iu0YSswlX,"小米10 Pro, 十周年梦幻之作，也是小米正式冲击高端市场的第一款手机！【DXOMARK相机评测】小米10 Pro 获得了总分第一名！拍照和视频拍摄两个单项全部第一！在相机技术上，经过两年持续冲击，小米今天正式超越了友商旗舰机，成为了全球第一！【DXOMARK音频评测】小米10 Pro, 对称式立体声，也获得了总分第一名！小米10 Pro 在屏幕、相机、画质和性能等，全面超越了友商目前的旗舰机，绝对是小米历史上新的里程碑！#小米10#                  原图                             ",http://wx1.sinaimg.cn/large/68418ffbly1gbumxy5h3uj20u0140ard.jpg,无,无,2020-02-13 15:59,小米10 Pro,82346,1906,13437
ItZnI8jfL,【重要】小米10直播发布会，这是一场特别情况下特殊发布会，新年以来整个行业第一场发布会！今天下午两点，欢迎大家到各个直播平台上参加发布会。或者打开电视，调台到深圳卫视，也有现场直播。#小米10#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gbuhhme9l4j20u0140wjl.jpg,无,无,2020-02-13 11:54,小米10,19148,859,3198
ItYuRl8Y9,关于小米10，经过一周的微博互动，大家应该非常了解了，还有哪些问题，希望我在发布会上回答？  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gbuivab4vdj21400u0tbf.jpg,无,无,2020-02-13 09:39,小米10,43866,257,7070
ItU5T0s4b,如何做好一款高端旗舰？(续)对于高端手机来说，屏幕就是“面子工程”，曲面屏+高帧率是必备项。我们还逐片调教，全部达到专业显示的效果！#小米10#  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gbtev10uoaj20ce0u0tpp.jpg,无,无,2020-02-12 22:27,小米10,18632,235,2695
ItTHC7cLW,发布会彩排结束！小米10「纯网上」发布会，内容非常丰富，值得大家关注！周四(明天)下午两点，各个主要直播平台上都有，另外深圳卫视2点也会直播。  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gbtxsdd3z9j20u0140q83.jpg,无,无,2020-02-12 21:27,小米10,21687,963,2993
ItS8PxKIG,划重点：横向线性马达、红外遥控！#小米10#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gbtek4qah3j20u0140783.jpg,无,无,2020-02-12 17:29,小米10,44235,546,5580
ItROCC8K1,【科普】在电池体积不变的前提下，需要平衡好充电功率和电池容量的关系。充电功率越高，电池密度下降越快。比如30W闪充提升到50W，电池容量就少了5%。如果要把充电功率进一步提升，单电芯就搞不定了，需要改双电芯，这个改动电池容量会导致进一步下降7%。【小米设计原则】在充电够快前提下，尽量把电池容量做大。最后我们选择了50W+4500mAh。并努力在这个配置下进一步提高充电速度。45分钟充到100%，Ok吗？#小米10#                  原图                             ,http://wx1.sinaimg.cn/large/68418ffbly1gbtl62s5asj20u0140jwh.jpg,无,无,2020-02-12 16:39,小米10,25421,417,3918
ItRjvpnvd,【50W+4500mAh】5G时代「三重快充」① 50W 有线疾速闪充，这是目前单电芯情况下最大充电速率。4500mAh 低阻抗条形电池，仅45分钟充至100%。② 30W 无线疾速闪充，充电速度甚至超越了友商旗舰机40W 有线快充！！！③ 10W 无线反充，随时为耳机、手表、iPhone等充电。#小米10#  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gbteiczcf9j20u0140aev.jpg,无,无,2020-02-12 15:22,小米10,11518,250,2152
ItQsKgvdj,刚看了三星S20发布会新闻，两点感受：(1) 三星S20 比 S10 都贵了至少400美元。因为，5G旗舰处理器芯片超贵，目前全系LPDDR5 + UFS3.0 配置也非常贵。(2) 三星在最贵的型号上也配了1亿像素。高解析力肯定是方向，而且小米10全系标配1亿像素。#小米10#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbtj588arej20g40afgm8.jpg,无,无,2020-02-12 13:12,小米10,41666,634,6873
ItQnhlI90,小米10系列屏幕JNCD<0.55，达到了极其专业的水准。这导致一些人不信，甚至误解。JNCD 这个值不是平均值，不是最优极限值，是这块专业屏幕的真实表现。我拿产线实测来说明：比如产线上1000台，实测有999台 JNCD是小于0.5的，只有1台手机JNCD 是0.52。我们才会把所有手机标志为JNCD<0.55。  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbtioaqp3qj20co09ldhs.jpg,无,无,2020-02-12 12:59,小米10,9689,302,1421
ItQfZeXWN,#小米10# 专门定制了超小挖孔柔性屏。在保证前置相机拍摄效果的前提下，我们尽可能将镜头做小，以减小前置屏幕孔径，去实现更好的视觉效果。我们的相机团队自主研发了超小相机模组，孔径仅 3.84mm，比其他旗舰机型小了超过1mm之多。  原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gbtikzh839j20u014041f.jpg,无,无,2020-02-12 12:41,小米10,18433,231,2696
ItPGecvoK,#小米10# 为设计师、摄影师定制的专业屏幕，逐片调教，真实还原色彩，更贴近于生活中看到的样子。JNCD 和 Delta E 是衡量屏幕色彩准确度的指标，都达到了行业领先水平：JNCD   < 0.55 Delta E < 1.11我们从 小米9 Pro 开始做原色屏，经过一段时间技术积累，越来越好！【JNCD】JNCD 就是人眼能够区分色彩变化的最小单位，这个单位被称为1 JNCD。在色坐标里，每个颜色都有对应的横纵坐标，“实测颜色”和“准确颜色”两点之间的距离数值，就是一块屏幕的JNCD的数值。小米10 系列这次JNCD<0.55，友商Mate 30 Pro < 1。这无疑这代表了行业色准的顶级水平。【Delta E】△E，评判三维立体空间的标准，将亮度色度都加了进来。Delta E < 2 专业显示器的标准。小米10系列△E<1.1，友商Mate 30 Pro △E<3.93。小米10表现非常出色。                  原图                             ,http://wx1.sinaimg.cn/large/68418ffbly1gbtewq3l8rj20co0u0jxg.jpg,无,无,2020-02-12 11:13,小米10,12419,313,2201
ItPhEzGIo,#小米10# 屏幕拥有梦幻般的体验，出厂前全部经过逐片校准的原色屏。① 定制 AMOLED 曲面屏，超高对比度② 90Hz 流速屏 + 180Hz 高帧率采样③ 全程 DC 调光，德国莱茵低蓝光护眼认证太多优点，明天发布会上仔细聊……  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gbte7d2wqfj20u0140djv.jpg,无,无,2020-02-12 10:12,小米10,13596,357,3637
ItK44c3WI,如何做好一款高端旗舰？(续)相机是制高点，我们持续投入了巨额研发费用，坚持走极致高清路线，1亿像素，8K视频，10X混合光学变焦，50X 数码变焦，相机体验无以伦比。#小米10#  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1gbsjuofilxj20u01wzdrf.jpg,无,无,2020-02-11 20:55,小米10,20727,388,3842
ItJs5oZzf,以前经常有人给我留言：立体声，立体声，立体声，立体声……现在大家会如何留言？#小米10# 其实，立体声做得不错的还有黑鲨游戏手机！  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gbsnkyqo79j20u0140q5s.jpg,无,无,2020-02-11 19:21,小米10,21309,338,3976
ItIBysX7t,顶级的手机立体声来了！看电影、玩游戏，绝对是享受！小米10系列，采用对称式立体声，上下采用了完全一样的1216线性扬声器，音腔高达等效1.2cc！上下喇叭的增益差别接近零，能够最大程度还原声音的空间感，“听声辩位”！出色的立体声设计对机身空间设计和电池容量带来了巨大挑战。#小米10#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbsfwlr47yj20u01404qp.jpg,无,无,2020-02-11 17:12,小米10,24867,876,4182
ItHVhdoKe,4G时代让更多人认识了 Vlog，5G时代也许人人都能拍好 Vlog。不只是因为网络快了，更因为拍摄工具变好了。#小米10# 就是个拍视频的好手，我们称它为「1亿像素8K电影相机」。看看这条用小米10拍摄 vlog。小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/002bgjZ3lx07ARXztnLq01041200hV2h0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151879&ssig=Wjhh%2FOTYos&KID=unistore,video",无,2020-02-11 15:28,小米10,13790,986,2469
ItHnA5Dsi,1亿像素，超高解析力，让你看到未曾注意的细节！这个猫咪太可爱了！#小米10#  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/68418ffbly1gbsekog0lbj21e00u0wnf.jpg,http://ww1.sinaimg.cn/large/68418ffbly1gbseknx4utj21e00u048y.jpg",无,无,2020-02-11 14:05,小米10,25824,822,3725
ItH92cWpY,还有人担心：1亿像素照片会不会太大？(这个人其实是…… )【HEIF】小米10支持HEIF格式，在保持画质不变的前提下，至少可缩减50%的文件体积。HEIF是一种高效的图像文件格式，基于HEVC编码器。实测：在同样场景拍摄，存为JPG和HEIF格式，JPG格式 12.1MB，HEIF格式4.43MB。#小米10#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbshicv14fj20u01407wh.jpg,无,无,2020-02-11 13:29,小米10,11916,435,1581
ItGHJEj8P,有人担心：1亿像素的确好，但拍照会不会慢？小米10，1亿像素主摄，有了骁龙865和全新ISP加持后，四倍运算性能，如虎添翼！LPDDR5 传输特别快，UFS 3.0 写入也非常快！#小米10# 拍照速度演示见视频！小米手机的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/0009AxB6lx07ARyRyeoM010412000LgQ0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151880&ssig=t1yT8kFJOh&KID=unistore,video",无,2020-02-11 12:22,小米10,14427,279,2379
ItGyu4rgi,很多米粉关心小米10屏幕下巴问题，我解释一下：昨天有段视频，因为拍摄角度问题，显得下巴很大。小米10屏幕非常出色，屏幕额头和下巴控制得非常好，请大家放心。感谢大家关心#小米10#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbsbraplzsj21hc0u0ado.jpg,无,无,2020-02-11 11:59,小米10,22377,235,3154
ItGfFdszi,去年10月，我们发布了搭载1亿像素影像系统的小米CC9 Pro，参与DXOMARK评测，并取得了拍照总分第一高分，和友商旗舰机并列第一。2020年2月，小米10将携1亿像素Pro，再次参与DXOMARK评测，挑战一下影像的新高度！#小米10#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbs8s09ifyj20u0140wiu.jpg,无,无,2020-02-11 11:12,小米10,13649,357,2386
ItFTxcQki,"小米史上最强大、最梦幻的影像系统来了！【1亿像素四摄】① 大底1亿像素再进化，升级到Pro② 骁龙865加持， 轻松搞定1亿像素拍照③ 强大的 AI摄影，随手拍出朋友圈大作④ 还有 Flicker, HEIF, OIS ...今天我们一起聊聊 #小米10# 的「梦幻影像」。  原图 ",http://wx2.sinaimg.cn/large/68418ffbly1gbs8shipi9j20u01400xz.jpg,无,无,2020-02-11 10:18,小米10,13951,386,3556
ItAotvobr,如何做好一款高端旗舰？性能就是高端机的基本盘！#小米10#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbrl7yt78xj20u01wnamc.jpg,无,无,2020-02-10 20:18,小米10,18641,306,3467
ItzM0yaiT,大家应该都有过解压缩大文件的经历，那是一个漫长的过程，考验的是电脑处理速度、内存、闪存写入速度等各个方面的能力。这正是一个测试小米10的好实验：直接挑战了 10GB 超大文件，看看小米10多长时间搞定？弱弱问一句：要不要和友商旗舰机比比呢？#小米10# 小米手机的微博视频  ,无,"http://f.video.weibocdn.com/000FMIuYlx07AQzSQyGc0104120037GZ0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151881&ssig=wERe79NxDe&KID=unistore,video",无,2020-02-10 18:43,小米10,15151,283,2880
ItzkFnHVy,宅在家里的同学们，再看一段有趣视频！圆周率 π 后你能说到第几位？我们用小米10梦幻性能来计算π的一千万位，看看需要多久时间？#小米10# 小米手机的微博视频  ,无,"http://f.video.weibocdn.com/002GA4ZRlx07AQvKG4Kk010412003SbE0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151881&ssig=G5B7CjEgnK&KID=unistore,video",无,2020-02-10 17:36,小米10,10804,245,1816
ItyWp30Ln,轻松一下，看个有趣的视频！全球最快解魔方记录是3.47秒。用小米10「梦幻性能」去驱动机械臂解魔方，结果会如何呢？还没有看明白，比赛就结束了  小米手机的微博视频  ,无,"http://f.video.weibocdn.com/001HiMDQlx07AQrDUOB20104120068cT0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1586151901&ssig=QpB7ybXcqm&KID=unistore,video",无,2020-02-10 16:36,小米10,10067,358,1284
ItyBp5aP3,大家猜猜，小米10跑分如何？跑分将创新记录！！！暂时保密！#小米10# 梦幻性能，还需要「立体散热」保驾护航：（1）把温度测准了，直接装备5个温度传感器，根据准确温度调整性能。(2)堆料“有点夸张”，超大面积VC均热板+6层石墨+石墨烯！强悍性能+“有点夸张”立体散热，体验无以伦比！  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1gbra2k3igmj20u0140jwa.jpg,无,无,2020-02-10 15:44,小米10,15473,247,2250
ItygHbfs3,散热是旗舰机的设计难点：速度快自然容易发热，处理器降频，用起来反而卡。散热首先要测准温度。一般旗舰装1个或2个温度传感器，#小米10# 直接来5个，精确感知CPU、通讯、相机、电池、充电口等温度，采用AI深度学习模型，调整最好的温度控制方案。“高端旗舰，家里有矿，有钱任性”   原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbr6nniysyj20u01407i4.jpg,无,无,2020-02-10 14:53,小米10,10225,207,1843
ItxZuaynx,【散热：“有点夸张”的散热系统】小米的热设计专家讲散热，直接拆机：① 超大面积VC均热板，是目前市面上最大面积，是友商Mate30 Pro 5G版VC面积的3倍。②石墨烯散热材料，为处理器等核心旗舰散热。③几乎覆盖全机身的6层石墨片，在相机、闪光灯等都加了独立的石墨散热。④采用了大量的铜箔和导热凝胶，覆盖到机器内部的每一处小细节。#小米10# 散热堆料最足的旗舰手机，彻底激发出骁龙865的性能极限！我的评价只有一句：有点夸张！                  原图                             ,http://wx2.sinaimg.cn/large/68418ffbly1gbr6ugeylwj20u01407wh.jpg,无,无,2020-02-10 14:11,小米10,20203,432,2918
ItxydlhWZ,这个结果，“有点吓人” ......#小米10# 玩吃鸡游戏45分钟，特效全开，机身温度和友商旗舰机比较，温度低了 2.8度。强悍的性能，还需要同样强悍的散热系统保驾护航！  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gbr7y43abmj20u0140dne.jpg,无,无,2020-02-10 13:03,小米10,49785,388,6434
Itx6rcNI8,高通官方微博刚发布了高通总裁致米粉朋友们的一封信，安蒙说：“过去的几个月，双方工程师在小米-Qualcomm 5G联合实验室并肩奋斗，希望为小米用户打造最佳使用体验。”“在抗击疫情的关键时刻，全体Qualcomm员工与你们同在，加油！”#小米10#  原图 ,http://wx4.sinaimg.cn/large/68418ffbly1gbr5w77pjsj20u04gmtp6.jpg,无,无,2020-02-10 11:55,小米10,15036,262,1239
Itwnf1GGt,小米10，一部为米粉打造的高端旗舰手机，也是小米十年集大成之作。#小米10#  原图 ,http://wx2.sinaimg.cn/large/68418ffbly1gbr2lyv7q2j20u0140jue.jpg,无,无,2020-02-10 10:04,小米10,36250,1222,9181
ItqKn3D8x,配合#小米10# WiFi6功能，我们会同时发布一款高端的WiFi6路由器：小米AIoT路由器 AX3600。@小米路由器  原图 ,http://wx1.sinaimg.cn/large/68418ffbly1gbq8o84b2fj20u0140tas.jpg,无,无,2020-02-09 19:44,小米10,7584,196,1685
ItppvjsFr,5G时代，全方面的技术升级！骁龙865 (A77)LPDDR5UFS3.0 (Write turbo)WIFI6#小米10# 5G时代的旗舰手机   原图 ,http://wx3.sinaimg.cn/large/68418ffbly1gbq808k0gkj20u0140dj0.jpg,无,无,2020-02-09 16:20,小米10,21257,603,5649
