Address,Price,livingArea,bedrooms,bathroom
['206 Braeden Way'],['3100'],"['2416', '2416', '\\""2', '2750', '3104', '3156', '2436', '2080', '2350', '2350', '2080', '2080', '2350', '2080', '1960']","['3', '3', '3', '4', '5', '4', '4', '3', '3', '3', '4', 'null', '3', '3', '3']","['3.5', '3.5', '4', '3.5', '3', '3.5', '3.5', '3.5', '3.5', '3.5', '3.5', '3', '3.5', '3.5', '3.5']"
['2461 Alston Dr NE'],['2100'],"['2665', '2665', '\\""2', '1888', '3958', '2000', '2402', '2256', '2298', '2760', '2649', '2547', '1736', '2298', '2110', '2252']","['4', '4', '4', '3', '4', '3', '4', '4', '4', '4', '3', '4', '3', '1', '3', '4']","['2.5', '2.5', '3', '2', '3.5', '2.5', '2.5', '2.5', '2.5', '3', '2.5', '2.5', '2', '2.5', '2.5', '3']"
['2107 Blayton Ln SE'],['925'],"['874', '874', '\\""874 sqft\\""', '1566', '1254', '1429', '880', '875', '1283', '1096', '1038']","['3', '3', '3', '3', '3', '4', '3', '2', '3', '3', '3']","['1', '1', '1', '2', '1', '1', '1', '1', '2', '1', '1']"
['1028 Citadel Dr NE'],['2200'],"['1602', '1602', '\\""1', 'null', '2004', '2553', '1608', '4108', '2600', '2253', '1704']","['3', '3', '3', '3', '3', '4', '2', '6', '4', '4', '3']","['2', '2', '2', '2', '2', '3', '2', '5', '3', '4', '3']"
['1717 Liberty Pkwy NW'],['2200'],"['1248', '1248', '\\""1', '1248', '1326', '1326', 'null', '1248', '1248', '1248', '1248', '1360', '1360', '1360', '1360']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['3.5', '3.5', '4', '3.5', '3', '3.5', '3.5', '4', '4', '3.5', '4', '3.5', '3.5', '3.5', '3.5']"
['3401 Leland Trail Way SE'],['2250'],"['2261', '2261', '\\""2', '1188', '2454', '1512', '3069', '2592', '2749', '3158', '2426', '2980', '3063', '3108']","['4', '4', '4', '3', '4', '3', '4', '4', '4', '3', '4', '5', '4', '3']","['2', '2', '2', '2', '2.5', '2', '3', '3', '3', '3', '2.5', '2.5', '2.5', '2.5']"
['30 Maryeanna Dr'],['5500'],"['2060', '2060', '\\""2', '2923', '2620', '2000', '1886', '3500', '5000', '1919', '4000', '3858', '6750', '5429', 'null', '5000']","['3', '3', '3', '4', '4', '3', '3', '4', '5', '3', '4', '6', '6', '6', 'null', '5']","['2.5', '2.5', '3', '3.5', '3.5', '2.5', '2', '3.5', '6', '3', '3', '5', '8', '5', 'null', '7']"
['1159 Millennium Park Rd'],['3250'],"['2255', '2255', '\\""2', '2255', '1705', '1213', '3000', '1840', 'null', 'null', '2275', '61530', '2275', 'null', 'null', '2255']","['3', '3', '3', '3', '3', '3', '4', '4', 'null', 'null', '3', 'null', '3', 'null', 'null', '3']","['3.5', '3.5', '4', '3.5', '2.5', '1.5', '3.5', '2', 'null', 'null', '4', 'null', '4', 'null', 'null', '3.5']"
['3908 Allenhurst Dr'],['3800'],"['3345', '3345', '\\""3', '2417', '2407', '3206', '4437', '3276', '2716', '3994', '3206', '3034', '3793', '3020']","['5', '5', '5', '4', '4', '5', '5', '4', '4', '4', '4', '4', '4', '4']","['3.5', '3.5', '4', '3.5', '3.5', '3.5', '4', '3', '3', '3', '4', '3', '3', '3']"
['5804 Lawrenceville Hwy'],['2200'],"['1470', '1470', '\\""1', '1408', 'null', 'null', '2149', '2529', '1495', '2120', 'null', 'null']","['3', '3', '3', '3', 'null', 'null', '3', '3', '3', 'null', 'null', 'null']","['2', '2', '2', '2.5', 'null', 'null', '2', '2', '2', 'null', 'null', 'null']"
['4430 Tilly Mill Rd'],['1500'],"['1550', '1550', '\\""1', '1240', '1350', '1240', '1500', '1350', '1240', '1350', '1500']","['3', '3', '3', '2', '3', '2', '3', '2', '2', '3', '3']","['2.5', '2.5', '3', '2.5', '2.5', '2', '2.5', '2', '2', '2.5', '2']"
['998 Center St NW'],['2500'],"['1300', '1300', '\\""1', '950', '1500', '1024', '980', '1252', '1300', '900', '1600', 'null', 'null', '900', '2696', '2216']","['2', '2', '2', '2', '3', '2', '1', '3', '2', '2', '3', 'null', 'null', '2', '4', '6']","['1', '1', '1', '2', '1.5', '1', '1', '1.5', '1', '1', '2', 'null', 'null', '1', '4', '4']"
['1102 Oakfield Dr SE'],['1900'],"['1247', '1247', '\\""1', '1346', '1020', '1116', '1200', '1184', '1534', '1466', '955', '1173']","['3', '3', '3', '3', '2', '3', '2', '2', '3', '3', '2', '3']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '2']"
['44 Belmonte Cir SW'],['1250'],"['1352', '1352', '\\""1', '1324', '1494', '1314', '1352', '1352', '1440', '1440', '1440']","['2', '2', '2', '2', '3', '2', '3', '2', '2', '2', '2']","['3', '3', '3', '2.5', '4', '2.5', '4', '3', '2.5', '2.5', '3']"
['225 Preston Oaks Dr'],['1800'],"['2000', '2000', '\\""2', '1858', '1640', '2300', '1632', '1692', '1918', '1667', 'null', '1215', '1702', '1984']","['4', '4', '4', '4', '4', '4', '3', '3', '4', '3', '3', '3', '3', '4']","['3', '3', '3', '2.5', '3', '2.5', '2', '2.5', '2.5', '2', '2', '2.5', '2.5', '2.5']"
['3013 Oak Dr'],['1700'],"['1500', '1500', '\\""1', '1561', '2331', '1784', '1520', '1840', '1372', '2117', '1796', '1666', '1628', '1911', '1448', '1476']","['3', '3', '3', '3', '3', '3', '2', '3', '2', '4', '3', '3', '4', '3', '3', '3']","['2', '2', '2', '2', '2.5', '2', '2.5', '2.5', '2.5', '2', '2', '2', '3', '2', '2', '2']"
['3127 Robindale Rd'],['1296'],"['1966', '1966', '\\""1', '1876', '1839', '1607', '2900', '2065', '1776', '2011', '1670']","['3', '3', '3', '3', '3', '3', '5', '3', '3', '3', '3']","['3', '3', '3', '2', '2', '2', '3', '2', '1', '2', '2']"
['4023 Smithfield Trl'],['1501'],"['2445', '2445', '\\""2', '1642', '2907', '3200', '2907', '2142', '2192', '2879', '2905', '2907']","['3', '3', '3', '3', '4', '5', '4', '4', '3', '3', '4', '4']","['3', '3', '3', '2.5', '2.5', '3', '2', '4', '3', '2.5', '3', '2.5']"
['5111 N Woodbridge Trl'],['1259'],"['1544', '1544', '\\""1', '1196', '2152', '1852', '1440', '1540', '1708', '1432', '1351', '1889', '1800']","['3', '3', '3', '3', '4', '4', '3', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '1.5', '2', '2', '2', '2', '2.5', '2', '2', '3', '2.5']"
['543 Barbashela Cir'],['1392'],"['2152', '2152', '\\""2', '1344', '1544', '1196', '2524', '2150', '2178', '2700', '1816', '2078', '1898', '2642']","['4', '4', '4', '4', '3', '3', '4', '4', '3', '4', '4', '4', '4', '4']","['2', '2', '2', '2', '2', '1.5', '3', '2.5', '2.5', '2', '3', '2', '2.5', '3.5']"
['4329 Cedar Ridge Trl'],['1261'],"['1402', '1402', '\\""1', '1412', '1659', '1250', '1109', '1187', '1570', '816', '1250', '2125', '1897', '1573', '1502', '1380']","['3', '3', '3', '3', '3', '3', '3', '3', '3', 'null', 'null', '4', '3', '3', '4', '3']","['2', '2', '2', '2', '2.5', '2', '1', '1', '1.5', 'null', '0.5', '2', '1.5', '3', '3', '2']"
['490 Rocky Creek Dr'],['1892'],"['1628', '1628', '\\""1', '2000', '1996', '1550', '1600', '1452', '1692', '1823', '2458', '2458', '1700']","['3', '3', '3', '4', '4', '3', '3', '3', '3', '3', '4', '4', '3']","['2', '2', '2', '2', '3', '2', '2', '2', '2', '2', '3', '3', '2']"
['3422 Waldrop Creek Trl'],['1438'],"['2164', '2164', '\\""2', '1560', '1224', '1412', '1560', '1560', '1560', '1560', '1460', '2482', '1926', '1203', '2482', '1200', '1646', '1460']","['3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3']","['3.5', '3.5', '4', '2', '1.5', '2.5', '2.5', '2.5', '2.5', '2.5', '4', '2.5', '2.5', '2', '2.5', '2.5', '2.5', '2']"
['4864 Sierra Way'],['1262'],"['1296', '1296', '\\""1', '1296', '1250', '1250', '1440', '1250', '1250', '1296', '1250', '1800']","['3', '3', '3', '3', '4', '2', '3', '3', '3', '3', '3', '4']","['2', '2', '2', '2', '2', '2.5', '2', '2.5', '2.5', '2.5', '4', '2.5']"
['1221 Wandering Vine Ct SE'],['1914'],"['2146', '2146', '\\""2', '2520', '2079', '2697', '2600', '2027', '2451', '2182', '2332', '1655', '1950', '2070', '2352', '2298', '1640']","['4', '4', '4', '3', '3', '4', '4', '4', '4', '3', '5', '3', '4', '3', '4', '4', '3']","['2', '2', '2', '2.5', '2.5', '2.5', '2.5', '2', '2.5', '3', '4', '2.5', '2.5', '3', '2.5', '3.5', '2']"
['3002 Gaston Cir SE'],['2200'],"['null', 'null', '2000', '1536', '1722', '2100', '1320', '3663', '3029', '2714', '2714', 'null', 'null', '2724', '3029', '2172']","['3', '3', '3', '3', '3', '3', '4', '2', '5', '4', '3', '3', '3', '4', '4', '3', '3']","['3.5', '3.5', '4', '2', '3', '2.5', '3', '2', '4', '4', '4', '3.5', '3.5', '4', '4', '4', '3.5']"
['5335 Locomotive Ln'],['1800'],"['2100', '2100', '\\""2', '2184', '1264', '2100', '2035', '1982', '2100', '1880', '1336', '1898', '1920']","['4', '4', '4', '3', '3', '3', '3', '3', '4', '3', '3', '4', '3']","['2.5', '2.5', '3', '2.5', '2', '2.5', '3', '3', '3', '3', '2', '3', '3']"
['915 Bradford Ln'],['1750'],"['1447', '1447', '\\""1', '1533', '1453', '1102', '1083', '1970', '1392', '1102', '1962']","['3', '3', '3', '3', '2', '3', '2', '3', '3', '3', '3']","['2.5', '2.5', '3', '2', '2.5', '3', '2', '3.5', '2', '3', '2.5']"
['1748 Natchez Trl'],['1245'],"['1642', '1642', '\\""1', '2150', '1527', '2022', '2048', '2662', '2126', '1888', '1755']","['3', '3', '3', '5', '3', '3', '4', '4', '3', '4', '3']","['2.5', '2.5', '3', '2.5', '2', '2', '2.5', '2', '2.5', '2', '1.5']"
['3959 Wabash Ln'],['1395'],"['1402', '1402', '\\""1', '1738', '1450', '2366', '2223', '2346', '1657', '2007', '1265']","['3', '3', '3', '3', '3', '4', '4', '4', '3', '4', '3']","['2', '2', '2', '2', '2', '3', '2.5', '3', '2', '2.5', '2']"
['3227 Strawberry Ln'],['995'],"['1440', '1440', '\\""1', '1218', '1440', '1218', '994', '1248', '1440', '994', '994']","['3', '3', '3', '2', '3', '2', '2', '3', '3', '2', '2']","['2', '2', '2', '1.5', '2', '2', '2', '2', '2', '1.5', '1.5']"
['2807 Waterstone Ct'],['1700'],"['1808', '1808', '\\""1', '2090', '2000', '1320', '2458', '1520', '1561', '1888', '2067', '1667', '1756', '1786', '2016', '1748', '1571', '3000']","['3', '3', '3', '3', '3', '3', '4', '2', '3', '3', '4', '3', '5', '3', '4', '3', '3', '3']","['2.5', '2.5', '3', '2.5', '2.5', '2', '2.5', '2.5', '2', '2', '2.5', '2.5', '4', '2.5', '2.5', '2.5', '3', '3']"
['407 S Atlanta St'],['1500'],"['3960', '3960', '\\""3', 'null', 'null', '2244', 'null', '1451', '2878', 'null', '1471']","['2', '2', '2', 'null', 'null', '3', 'null', 'null', '4', 'null', '2']","['1', '1', '1', 'null', 'null', '2.5', 'null', 'null', '4', 'null', '2']"
['711 Bernice St SW'],['1750'],"['1972', '1972', '\\""1', '1472', '1682', '1425', '2729', '1868', '1600', '1900', '1800', '1132', '2316', '1054', '1425', '1501', '816', '2000', '1530']","['4', '4', '4', '3', '4', '3', '4', '3', '3', '4', '4', '2', '5', '2', '3', '4', '3', '3', '3']","['2', '2', '2', '2', '3', '1', '3', '2', '2', '3', '2', '1', '2', '2', '1', '2', '1.5', '3.5', '1']"
['319 Saint Paul Ave SE'],['3600'],"['2154', '2154', '\\""2', 'null', '1432', '1584', '1604', '1812', '2300', '1646', '1134', '1366', '2795', '1607', '1577', '1704', '1076', 'null', '1073']","['4', '4', '4', '3', '3', '3', '2', '4', '3', '2', '2', '2', '1', '3', '3', '3', '3', 'null', '2']","['2.5', '2.5', '3', '3.5', '2', '2.5', '2', '3', '2.5', '2.5', '2', '1', '2', '2', '2', '2.5', '2', 'null', '1']"
['939 Mill Stone Dr'],['1400'],"['1232', '1232', '\\""1', '1200', '1232', '1200', '1232', '1232', '1232', '1232', '1332', '1232', '1288']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '3', '2', '2']","['2.5', '2.5', '3', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5']"
['4820 Creekside Pl'],['1645'],"['1981', '1981', '\\""1', '1684', '1228', 'null', '1228', '2088', '2462', '1981', '1228', '1684']","['3', '3', '3', '3', '3', '3', '3', '4', '4', '3', '3', '3']","['2.5', '2.5', '3', '2.5', '2.5', '2', '2', '2.5', '2.5', '3', '2', '2']"
['3116 Benninger Trce SW'],['1395'],"['1237', '1237', '\\""1', '1602', '1742', '1237', '1602', 'null', '1306', '1602', '1408', 'null', '1368']","['3', '3', '3', '3', '4', '3', '3', 'null', '2', '3', '3', 'null', '3']","['2.5', '2.5', '3', '2.5', '2.5', '3', '2.5', 'null', '1', '3', '2.5', 'null', '3']"
['5275 Forest Downs Ln'],['1695'],"['2114', '2114', '\\""2', '1338', '1422', '846', '1008', '1650', '1463', '920', '1641', '1761']","['4', '4', '4', '3', '3', '3', '3', '5', '3', '3', '3', '4']","['2', '2', '2', '2.5', '2', '2', '2', '2', '2', '2', '2', '2']"
['5810 Northfield Dr'],['1395'],"['1274', '1274', '\\""1', '1243', '1212', '1242', '1258', '1244', '1243', '1408', '1415', '1440']","['3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
['1788 Devon Dr SW'],['1350'],"['1354', '1354', '\\""1', '1328', '1328', '1328', '1328', '1354', '1328', '1300', '1328']","['2', '2', '2', '2', '2', '2', '2', '3', '2', '2', '2']","['2.5', '2.5', '3', '2.5', '2.5', '3', '2', '2.5', '2.5', '2.5', '2']"
['3940 Forrest Ct'],['1900'],"['1261', '1261', '\\""1', '1627', '1785', '1250', '1500', '1100', '1491', '1304', '1084', '1528', '1326', '1120', '876', '1084', '1084']","['3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3']","['2.5', '2.5', '3', '2.5', '2.5', '2', '3', '1', '2', '2', '1', '1', '1', '2', '1', '1', '1']"
['2458 Crescent Park Ct'],['2850'],"['2331', '2331', '\\""2', '3461', '1872', '2100', '1315', '1500', 'null', '1900', '1900', '2100', '2099', '1771', '2099', '1920']","['4', '4', '4', '4', '3', '4', '2', '3', 'null', '2', '2', '3', '3', '2', '3', '2']","['3.5', '3.5', '4', '3.5', '4', '3.5', '2', '3', 'null', '3.5', '3.5', '3.5', '3.5', '3.5', '3.5', '3.5']"
['2978 Lexington Trace Dr SE'],['1600'],"['1452', '1452', '\\""1', '1170', '1452', '1248', '1070', '1508', '986', '1007', '1452', 'null', '1548', '1452', '1452', '1444', '1452', '1452']","['2', '2', '2', '2', '3', '3', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']","['2.5', '2.5', '3', '2.5', '2.5', '1', '2', '2.5', '1.5', '1', '3', '2.5', '2.5', '3', '2.5', '2.5', '3', '3']"
['2145 Collins Dr NW'],['4500'],"['2848', '2848', '2357', '1226', '1518', '1414', 'null', 'null', '2830', 'null']","['4', '4', '3', '2', '3', '3', 'null', 'null', '5', 'null']","['3.5', '3.5', '2.5', '1', '1.5', '1.5', 'null', 'null', '3.5', 'null']"
['5300 Peachtree Rd'],['1400'],"['933', '933', '\\""933 sqft\\""', '794', '794', '713', '713', '1000', '1051', '627', '744']","['1', '1', '1', '1', '1', '1', '1', '1', '2', '0', '1']","['1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1']"
['Spring Valley Rd NW'],['4400'],"['2100', '2100', '\\""2', '1920', '1640', '1450', '2316', '2100', '2576', '1609', '3224', '1428', '3800', '1894']","['2', '2', '2', '2', '3', '2', '2', '2', '3', '3', '3', '3', '4', '4']","['2', '2', '2', '2', '3.5', '2', '4', '2', '3', '2', '2', '2', '4', '3']"
['535 Mica Trce'],['152000'],"['1500', '1500', '1500', '1410', 'null', '1500', '1369', '1464', '1410', '1446', '1432', '1500', '1369', '1332', '1315', '1500', '1500', '2054', '1410', '1170', '1895']","['4', '4', '3', '3', 'null', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3', '3', '3', '4', '3', '3', '4']","['3', '3', '2', '2', 'null', '2', '2', '2', '2', '2', '3', '3', '2', '2', '2', '2', '2', '3', '2', '2', '2']"
['250 Stapler Ct SW'],['1937'],"['2746', '2746', '\\""2', '2565', '3120', '3022', '2734', '3486', '3486', '2826', '3234', '3102', '3630', '3128', '3486']","['4', '4', '4', '4', '5', '4', '3', '6', '5', '4', '5', '5', '5', '5', '5']","['2', '2', '2', '3.5', '2.5', '2.5', '2', '3', '3', '2.5', '3', '3', '3', '3', '3']"
['4397 Stone Gate Way'],['1300'],"['1504', '1504', '\\""1', '1504', '1498', '1498', '1498', '1498', '1498', '1504', '1290']","['3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3']","['2.5', '2.5', '3', '3', '2.5', '3', '2.5', '3', '2.5', '2.5', '2.5']"
['1381 Lyle Ave'],['2380'],"['1430', '1430', '\\""1', '898', '1080', '1430', 'null', '1191', '835', '832', '1404', '1080']","['3', '3', '3', '2', '3', '0', 'null', '2', '2', '2', '4', '2']","['2', '2', '2', '1', '2', 'null', 'null', '2', '1', '1', 'null', '2']"
['4726 Legacy Cove Ln'],['2400'],"['2900', '2900', '\\""2', '2350', '3200', '3196', '2980', '3196', '2956', '3808', '3196', '2554']","['4', '4', '4', '3', '4', '4', '4', '4', '4', '3', '4', '3']","['3.5', '3.5', '4', '3.5', '4', '4', '4', '4', '3.5', '3.5', '4', '4']"
['Connally St SE'],['3999'],"['2300', '2300', '\\""2', '3952', '1604', '1584', '1432', '1812', '2396', '1872', '1217', '2304', '2128', '2272', '2972', '2120', '2176', '2178', '2176']","['3', '3', '3', '3', '2', '3', '3', '4', '3', '3', '3', '5', '3', '3', '4', '4', '3', '3', '4']","['2.5', '2.5', '3', '2.5', '2', '2.5', '2', '3', '2', '2.5', '2', '4', '3', '2.5', '4', '2.5', '2.5', '2.5', '3']"
['1766 Big Valley Ln'],['1065'],"['1120', '1120', '\\""1', '1797', '1200', '1120', '1547', '1456', '1456', '1863', '2047', '1797']","['4', '4', '4', '4', '3', '3', '5', '3', '3', '4', '3', '3']","['2', '2', '2', '2.5', '2', '2', '3', '2', '2', '3', '2.5', '2']"
['1410 Stoneleigh Way'],['1240'],"['1512', '1512', '\\""1', '1368', '1692', '1498', '2226', '1599', '1658', '1635', '1818', '1690', 'null', '1690']","['3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '4', '3', '4']","['2', '2', '2', '2.5', '3', '2', '3', '3', '2', '2', '2.5', '3.5', '2.5', '3.5']"
['Capital Club Cir NE'],['2599'],"['2060', '2060', '\\""2', '1349', '1300', '2500', '3500', '2060', '2720', '2688', '1471', '2976', '1634', '2688', '1465']","['3', '3', '3', '2', '3', '5', '5', '3', '3', '3', '3', '3', '3', 'null', '3']","['2', '2', '2', '2', '2.5', '5', '5', '2', '3', '2.5', '2', '3', '2', '2.5', '2']"
['1331 Emerald Ave SE'],['1294'],"['1400', '1400', '\\""1', '1275', '1521', '1266', '1956', '1068', '1912', '1816', '1358', '2259', '2464', '2344', '1050']","['3', '3', '3', '3', '3', '3', '3', '3', '5', '3', 'null', '3', '3', '4', '2']","['2', '2', '2', '2', '1.5', '2', '2.5', '1.5', '5', '2.5', 'null', '3', '3', '3', '1']"
['104 Bisbee Ave SE'],['1900'],"['1202', '1202', '\\""1', '1066', '1400', '1126', '1196', '1152', '1422', '2060', '1656', '1410', '1000', '902', '1794']","['3', '3', '3', '3', '3', '3', '4', '3', '3', '4', '4', '4', '3', '2', '3']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '3', '2', '2', '1', '1', '2']"
['1808 Laurel Green Way'],['1800'],"['2082', '2082', '\\""2', '1450', '1134', '2800', 'null', '2709', '2683', 'null', '2054', '1750', '1642']","['3', '3', '3', '2', '3', '3', '3', '3', '4', 'null', '4', '3', '4']","['2.5', '2.5', '3', '3', '1', '3', '2.5', '2.5', '2.5', 'null', '2.5', '3', '3.5']"
['3017 Greenfield Dr'],['3500'],"['3345', '3345', '\\""3', '3652', '2722', '2134', '2627', '2349', '2456', '3329', '2100']","['4', '4', '4', '4', '4', '4', '4', '4', '4', '4', '4']","['4.5', '4.5', '5', '4', '2.5', '2', '2.5', '3.5', '3.5', '4', '4']"
['516 Ralph Mcgill Blvd NE'],['2350'],"['986', '986', '\\""986 sqft\\""', '800', '1300', '1280', '1314', 'null', '1938', '1200', '2582', '2294', '4000', '5000', '1395', '1731', '1756', '2000']","['3', '3', '3', '1', '3', '3', '2', '2', '5', '3', '3', '3', '6', '5', '3', '2', '3', '4']","['2', '2', '2', '1', '2', '1', '2', '1', '2', '2', '2.5', '3', '5', '4', '1', '2', '1', '4']"
['180 Belmont Farms Dr'],['1199'],"['1666', '1666', '\\""1', '1338', '1800', '1256', '2075', '1374', '3384', '1484', '2574']","['4', '4', '4', '3', '3', '3', '4', '3', '4', '3', '4']","['2', '2', '2', '2', '2', '2', '2', '3', '2.5', '2', '2.5']"
['3952 Waldrop Hills Dr'],['1499'],"['2652', '2652', '\\""2', '1480', '1914', '1926', '1480', '1660', '1988', '1646', '2482', '1696']","['4', '4', '4', '3', '3', '3', '3', '3', '3', '3', '4', '3']","['2.5', '2.5', '3', '2', '3', '2.5', '2', '3', '3', '2.5', '2.5', '2.5']"
['4209 Wesley Hall Ln'],['1449'],"['2457', '2457', '\\""2', '1523', '1546', '1239', '1684', '1716', '2457', '1144', '1152', '2457', '2457', 'null', '1144']","['3', '3', '3', '3', '3', '3', '3', '3', '4', '3', '3', '4', '4', '3', '3']","['3', '3', '3', '2', '2', '2', '2', '2', '3', '2', '2', '3', '3', '2', '2']"
['2590 Jerome Rd'],['950'],"['600', '600', '\\""600 sqft\\""', '644', '644', '656', '644', '644', '644', '644', '644']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']"
['858 Scott Cir'],['1495'],"['1000', '1000', '\\""1', '906', '1136', '1493', '888', '896', '984', '1000', '1000', '1647', '1864']","['2', '2', '2', '2', '3', '3', '2', '2', '2', '3', '3', '2', '3']","['1', '1', '1', '1', '2.5', '2.5', '1', '1', '1', '2', '1', '2', '2']"
['728 Taylor Ct'],['3500'],"['1973', '1973', '\\""1', '2151', '2128', '1440', '1900', '1973', '1973', '1973', '1973', '1973', '1973', '1746', '1973']","['3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['3.5', '3.5', '4', '3.5', '2.5', '3', '3.5', '4', '4', '3.5', '4', '4', '4', '3.5', '4']"
['5780 Star Flower Dr'],['1375'],"['2300', '2300', '\\""2', '1874', '1567', '2334', '1045', '1407', '1415', '1411', '995', '1121', '1129', '1990']","['4', '4', '4', '4', '3', '3', '4', '4', '4', '4', '4', '4', '4', '4']","['3', '3', '3', '2.5', '3', '3', '2.5', '3', '2.5', '2', '2.5', '2.5', '2.5', '3']"
['3742 Jamestown Ct'],['1200'],"['1120', '1120', '\\""1', '1160', '1160', '1088', '1088', '1160', '1160', '1208', '1088']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']","['2.5', '2.5', '3', '3', '2.5', '3', '2.5', '2', '2.5', '2.5', '2.5']"
