Address,Price,livingArea,bedrooms,bathroom
['1525 Huntingford Dr'],['3500'],"['3574', '3574', '\\""3', '7255', '4584', '3746', '2808', '3710', '2202', '3424', '6207']","['4', '4', '4', '8', '4', '4', '4', '4', '4', '7', '5']","['4.5', '4.5', '5', '8', '3.5', '5', '4.5', '4', '3', '5.5', '7']"
['1930 Baker Rd NW'],['1350'],"['1900', '1900', '\\""1', '1708', '1040', '1200', '1014', '1165', '1300', '1728', '1032', '1428', '723', '1440', '772', '1742', '1038', '1092', '1529']","['3', '3', '3', '2', '3', '2', '3', '3', '3', '3', '3', '4', '2', '3', '2', '3', '3', '2', '3']","['2', '2', '2', '1', '1', '2', '1', '2', '2', '2.5', '1', '1', '1', '2', '1', '1', '2', '1', '1']"
['3851 Bluffview Dr'],['1825'],"['2468', '2468', '\\""2', '1469', '1832', '2507', '1623', '2327', '2444', '2487', '1850', 'null', '5410', 'null', '2214']","['4', '4', '4', '3', '4', '4', '3', '4', '4', '4', '4', 'null', '4', 'null', '4']","['2', '2', '2', '2', '2', '3.5', '2', '2.5', '2.5', '2.5', '3', 'null', '4.5', 'null', '2.5']"
['4084 Faron Ct'],['1525'],"['1495', '1495', '\\""1', '1478', '2534', '1578', '2018', '1836', '1779', '1676', '1588', '1408', '1960']","['5', '5', '5', '3', '5', '3', '4', '3', '4', '3', '3', '3', '4']","['2', '2', '2', '2', '3.5', '2', '3', '2', '3', '2', '2', '2', '3']"
['1068 Falling Water Dr SE'],['1800'],"['1232', '1232', '\\""1', '1080', '1482', '1050', '1276', '1080', '1260', 'null', '1232', '1232', '1080', '1080', '1364']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '3']","['1.5', '1.5', '2', '1.5', '3', '1.5', '1.5', '1.5', '3.5', '1.5', '2', '1.5', '1.5', '1.5', '2']"
['563 Angier Ave NE'],['3500'],"['2412', '2412', '\\""2', '1938', '1800', '2200', '1700', '1314', '1300', '2250', '1280', '2162', '1750', '2430', '2234', '1301', '2256', 'null', '2931']","['3', '3', '3', '5', '3', '2', '3', '2', '3', '3', '3', '5', '4', '6', '4', '2', '3', 'null', '4']","['3', '3', '3', '2', '3', '3.5', '3.5', '2', '2', '3', '1', '2.5', '4', '3', '2.5', '2', 'null', 'null', '2']"
['9370 Martin Rd'],['2250'],"['2112', '2112', '\\""2', '1734', '2408', '2800', '2999', '2961', '3796', '2435', '2446', '1961', '2604']","['3', '3', '3', '3', '4', '4', '4', '4', '5', '5', '4', '3', '4']","['3', '3', '3', '2', '2.5', '3', '4', '3.5', '4', '3', '3', '2.5', '4']"
['4217 Lakes End Dr NW'],['1400'],"['1490', '1490', '\\""1', '1188', '1500', '1701', '1188', '2540', '1154', '1647', '1188']","['2', '2', '2', '2', '2', '3', '2', '2', '2', '3', '2']","['2.5', '2.5', '3', '3', '2.5', '2.5', '2.5', '3', '2', '3', '2.5']"
['1400 Doublegate Dr NE'],['3900'],"['2565', '2565', '\\""2', '2283', '1668', '1845', '1845', '1845', '1860', '1743', '1822', '2213', '2565', '1808', '2565', '1808', '2213', '2565', '2213']","['4', '4', '4', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['3.5', '3.5', '4', '3.5', '3.5', '3.5', '3.5', '3.5', '3.5', '3.5', '3.5', '4', '3.5', '3.5', '3.5', '3.5', '4', '3.5', '3.5']"
['2854 Spring Villa Ln SE'],['1500'],"['1452', '1452', '\\""1', '1452', '1452', '2260', '1452', '1452', '1668', '1452', '1452']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['2.5', '2.5', '3', '2.5', '3', '3', '3', '3', '3', '2.5', '2.5']"
['3911 Creek Shoals Ln'],['1795'],"['2900', '2900', '\\""2', '2236', '1478', '2900', '2132', '2900', '2900', '2900', '3164', '2756', '2730']","['5', '5', '5', '4', '3', '5', '3', '4', '4', '4', '4', '4', '4']","['2.5', '2.5', '3', '2', '2', '3', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '3']"
['3909 Riverside Pkwy'],['1695'],"['2242', '2242', '\\""2', '2140', '2308', '1428', '1739', '1286', '1286', '1901', '2500', '1286', '1162', '2300', '1489']","['4', '4', '4', '3', '4', '3', '3', '3', '3', '4', '4', '3', '3', '4', '3']","['2.5', '2.5', '3', '2.5', '2.5', '2', '2', '2', '2.5', '3', '2.5', '2.5', '2', '2.5', '2']"
['4848 Hidden Creek Pl'],['1495'],"['1684', '1684', '\\""1', '2462', '1228', '1560', '1952', '1981', '1764', '1916', '1684']","['3', '3', '3', '4', '3', '3', '4', '3', '3', '5', '3']","['2.5', '2.5', '3', '3', '2.5', '2', '2.5', '3', '3', '3', '3']"
['4220 Kensington Cv'],['1645'],"['1600', '1600', '\\""1', '1896', '2095', '2142', '1686', '2142', '2294', 'null', 'null']","['3', '3', '3', '3', '4', '4', '3', '4', '4', '3', '3']","['2.5', '2.5', '3', '2.5', '3', '2.5', '2.5', '2.5', '2.5', '2', '2.5']"
['5028 Weathervane Dr'],['2700'],"['3096', '3096', '\\""3', '2557', '2234', '2624', '3096', '3096', '3028', '3007', '4400', '3078', '2349']","['5', '5', '5', '4', '4', '4', '5', '5', '5', '5', '6', '5', '4']","['4', '4', '4', '2.5', '2.5', '3', '4', '4', '4', '4', '5', '4', '4']"
['Jefferson Chase Cir SE'],['5500'],"['1891', '1891', '\\""1', '1501', '1000', '1000', '1000', '1000', '1000', '1891', '1891', '1891', '1891', '1891', '1891', '1941', '1891']","['3', '3', '3', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '4', '3']","['2.5', '2.5', '3', '2', '1', '1', '1', '1.5', '1', '3', '3', '3', '3', '3', '3', '3', '3']"
['1793 Cherry Valley Cir SE'],['1650'],"['2318', '2318', '\\""2', '2297', '1826', '1991', '2012', '2175', '1809', '2302', '1531', '2144', '1998']","['3', '3', '3', '3', '4', '4', '4', '3', '4', '4', '3', '4', '4']","['2.5', '2.5', '3', '2', '2.5', '2', '2.5', '2', '2.5', '2.5', '2', '2', '2']"
['2785 Briarglen Dr'],['1800'],"['2478', '2478', '\\""2', '2900', '1812', '1888', '1865', '2684', '2706', '1907', '2269', '2777']","['4', '4', '4', '4', '3', '4', '4', '4', '4', '4', '3', '5']","['3', '3', '3', '3', '2', '2', '2', '3', '2.5', '3', '2.5', '3']"
['Lake Sanctuary Way'],['2690'],"['null', 'null', '3099', '2268', '3000', '2630', '1840', '1406', '2420', '3348', '3256', '2990', '3200']","['5', '5', '5', '4', '4', '4', '4', '4', '3', '4', '4', '4', '4', '4']","['5', '5', '5', '4', '2.5', '3', '3.5', '3', '3', '3', '5', '5', '3.5', '4']"
['3177 Quinn Pl'],['3350'],"['2450', '2450', '\\""2', '2300', '2450', '2450', '2407', '2407', '2404', '2459', '2404', '2559']","['4', '4', '4', '4', '3', '3', '4', '4', '3', '4', '4', '4']","['3.5', '3.5', '4', '3.5', '4', '4', '4', '4', '4', '4', '4', '3.5']"
['3845 Benchmark Dr'],['1400'],"['1221', '1221', '\\""1', '1249', '1800', '1313', '1248', '1575', '1828', '1204', '1434', '1250', '1575']","['3', '3', '3', '4', '4', '3', '4', '3', '3', '3', '3', '3', '3']","['1.5', '1.5', '2', '2', '2.5', '2', '2.5', '2', '2', '1.5', '2', '2', '2']"
['3446 Lee St'],['1200'],"['1148', '1148', '\\""1', '1847', '1182', '2162', '2132', '1652', '875', '1608', '1608', '812']","['3', '3', '3', '4', '3', '3', '3', '3', '2', '3', '3', '2']","['2', '2', '2', '2', '2', '2.5', '2.5', '2.5', '1', '2.5', '2', '1']"
['Mount Pisgah Ct'],['1475'],"['3200', '3200', '\\""3', '2182', '1764', '1476', '2756', '2072', '2812', '2074', '1492', '1548']","['3', '3', '3', '4', '4', '3', '3', '3', '3', '5', '3', '3']","['2', '2', '2', '2.5', '2', '2', '2', '2', '2', '2', '2', '2']"
['1265 To Lani Farm Rd'],['1570'],"['1737', '1737', '\\""1', '1437', '1510', '1704', '1744', '1025', '2310', '1700', '1436', '1664']","['3', '3', '3', '3', '3', '3', '4', '3', '3', '4', '3', '3']","['2', '2', '2', '2.5', '2', '2', '2.5', '3', '2', '2.5', '2', '2.5']"
['4201 Hanes Dr'],['895'],"['816', '816', '\\""816 sqft\\""', '1008', '1184', '816', '1008', '912', '960', '1816', '1056']","['2', '2', '2', '2', '3', '2', '3', '2', '2', '4', '2']","['1', '1', '1', '1', '2', '1', '2', '1', '1', '2', '1']"
['1536 Eastland Rd SE'],['1846'],"['1580', '1580', '\\""1', '1168', '1515', '1176', '1300', '1207', '812', '1000', '900', '984', '920']","['3', '3', '3', '4', '2', '3', '3', '3', '2', '2', '3', '2', '2']","['2', '2', '2', '3', '2', '1', '1', '1', '1', '1', '2.5', '1', '1']"
['1841 Chardin Way'],['1853'],"['1937', '1937', '\\""1', '1860', '1877', '1942', '1813', '1816', '2582', '2909', '1812', '1572', '1812', '1877', '1822', '2282', '2396', '1822']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3', '3', '3', '3', '4', '3']","['2.5', '2.5', '3', '2.5', '2', '2.5', '2.5', '2.5', '3.5', '3.5', '3', '2', '2.5', '3', '2.5', '3', '3', '3']"
['11025 Brunson Dr'],['2100'],"['2511', '2511', '\\""2', '2721', '2804', '1920', '1702', '1901', '3738', '2100', '3186', '2511', '2016', '2721', '1728', '2511', '2174', '2174', 'null']","['4', '4', '4', '4', '4', '3', '4', '3', '5', '4', '5', '4', '4', '4', '2', '4', '3', '4', '4']","['3.5', '3.5', '4', '3.5', '3.5', '2.5', '3.5', '2.5', '4', '2.5', '2.5', '4', '3.5', '3.5', '2.5', '3.5', '3.5', '3.5', '0.5']"
['4856 Hairston Park Sq'],['1250'],"['1580', '1580', '\\""1', '1483', '1482', '1514', '1560', '1560', '1511', '1440', '1482', '1560']","['3', '3', '3', '2', '2', '2', '2', '2', '3', '2', '3', '3']","['2.5', '2.5', '3', '2', '2.5', '2.5', '2.5', '3', '2', '3', '3', '3']"
['5015 Cascade Hills Cir SW'],['2200'],"['2693', '2693', '\\""2', '3375', '1780', '2807', '2320', '2792', '2550', '1651', '2354', '1608', '2131']","['4', '4', '4', '4', '4', '3', '3', '4', '4', '4', '3', '5', '3']","['2.5', '2.5', '3', '3', '2.5', '2.5', '2.5', '3', '2.5', '2.5', '2.5', '3', '2']"
['801 Plainville Ter SW'],['1195'],"['962', '962', '\\""962 sqft\\""', '1610', '1048', '894', '1175', '1215', '1025', '900', '1116', '962']","['4', '4', '4', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '2', '1', '2', '1', '1.5', '1', '1', '1', '2']"
['5307 Jay Way NW'],['1255'],"['1122', '1122', '\\""1', '1254', '1250', '2060', '1100', '1738', '1260', '1238', '1398', '1244', '1452', '1008']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3']","['2.5', '2.5', '3', '1.5', '2', '2.5', '2', '3', '2', '2', '2.5', '2', '2', '2']"
['526 Granite Ridge Pl'],['1250'],"['1152', '1152', '\\""1', '1220', '1152', '1152', '1252', '2064', '1252', '1252', '1252']","['2', '2', '2', '2', '2', '2', '2', '4', '2', '2', '3']","['3', '3', '3', '2.5', '2.5', '3', '2', '3.5', '2.5', '2', '3']"
['570 Reed St SE'],['2900'],"['1812', '1812', '\\""1', '1584', '1432', '1134', '1604', '2000', '1456', '1000', '1646', '1854', '1842', '1600', '1764', '1816', '1287', '948', '920']","['4', '4', '4', '3', '3', '2', '2', '3', '3', '2', '2', '3', '3', '3', '3', '4', '2', '3', '3']","['3', '3', '3', '2.5', '2', '2', '2', '2.5', '2', '1', '2.5', '2.5', '3', '3', '3', '2.5', '2', '1', '1.5']"
['3054 Aberdeen Way'],['1425'],"['1688', '1688', '\\""1', '1440', '1468', '1688', '1592', '1458', '1832', '1088', '1699', '1709', '1780']","['3', '3', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3', '3']","['2.5', '2.5', '3', '2', '3', '2.5', '2', '2', '3', '2', '2.5', '3', '3']"
['3967 Howell Park Rd'],['1680'],"['1902', '1902', '\\""1', '1428', '1902', '1902', '1902', '1907', '1902', '1902', '1902', '1902']","['4', '4', '4', '2', '3', '3', '3', '3', '3', '2', '3', '2']","['3', '3', '3', '2.5', '2.5', '3', '4', '4', '3', '3', '4', '3']"
['871 Lee Andrews Ave SE'],['1150'],"['1386', '1386', '\\""1', '874', '1630', '1025', '1392', '1025', '900', '2000', '1107', '954', '1008', '1023', '1275', '1118', '1284']","['3', '3', '3', '3', '4', '4', '3', '3', '3', '4', '0', '3', '3', '3', '4', '2', '4']","['2.5', '2.5', '3', '1', '3', '1', '1', '1.5', '1', '3', 'null', '1', '1', '1', '2', '1', '3']"
['1564 Van Vleck Ave SE'],['2395'],"['1426', '1426', '\\""1', '1475', '1346', '860', '1524', '1724', '1552', '1081', '1247', '1667', '1150', '1396', '2036', 'null', '1290', '1476', '1475']","['3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '2', '1', '1', '2', '3', '2', '2', '1', '2', '1', '1.5', '2', '2', '2', '2', '2']"
['3932 Fairington Dr'],['2010'],"['3909', '3909', '\\""3', '4046', '1596', '2216', '1474', '1634', '1667', '1586', '1764', '2250']","['5', '5', '5', '4', '3', '4', '3', '4', '3', '4', '3', '4']","['3', '3', '3', '3.5', '2', '3', '2', '3', '2', '2', '2', '3']"
['1724 Windsorbrooke Dr'],['1874'],"['1944', '1944', '\\""1', '1837', '1980', 'null', '2088', '2330', '2042', '2844', '1786']","['4', '4', '4', '3', '3', 'null', '3', '5', '2', '6', '4']","['2', '2', '2', '2', '2.5', 'null', '3', '3', '2', '3', '3']"
['2993 Arbor Chase'],['2700'],"['2368', '2368', '\\""2', '1695', '2200', '2070', '2070', '1456', '2150', '1926', '1856', '1543', '1098', '1826', '2631', '890', '1750']","['3', '3', '3', '3', '4', '3', '3', '4', '3', '3', '3', '3', '2', '3', '3', '2', '4']","['3', '3', '3', '2.5', '2', '2.5', '3.5', '2', '3.5', '3', '3', '2', '1', '2.5', '2.5', '1', '3.5']"
['306 Concord Woods Dr SE'],['1748'],"['1838', '1838', '\\""1', '1762', '1238', '1075', '2050', '1095', '2272', '1075', '1174', '4728']","['4', '4', '4', '4', '3', '3', '3', '3', '4', '3', '2', '6']","['2', '2', '2', '2', '2', '1.5', '2', '2', '3', '1.5', '1.5', '4']"
['1176 Clearview Dr NE'],['1800'],"['1242', '1242', '\\""1', '1242', '1245', '1800', '1850', 'null', '1586', '1931', '2000', '1482', '1242', '1200', '1300', '1564', '1242', '1557', '4200']","['3', '3', '3', '3', '2', '3', '3', '3', '3', '4', '4', '3', '3', '3', '3', '4', '3', '3', '4']","['1', '1', '1', '3', '1', '2', '2.5', '2.5', '2', '2', '3', '2', '1', '1', '2', '2', '2', '2', '4']"
['2862 Laguna Dr'],['1299'],"['1184', '1184', '\\""1', '1428', '1266', '1595', '1141', '1250', '1234', '1177', '1845', '1412', '1800', 'null', '1395', '1169', '1406', '1476', '1368']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '5', '3', '3', '3', '3', '3']","['1.5', '1.5', '2', '2', '1.5', '2', '1', '1', '1', '1', '1.5', '1.5', '2', '3', '1', '2', '1', '1.5', '1.5']"
['1153 Dunwoody Village Dr'],['3600'],"['3123', '3123', '\\""3', '2535', '3500', '1943', '3123', '2758', '3646', '2747', '3386', '3271', '3592', '3123']","['4', '4', '4', '4', '5', '3', '3', '4', '4', '4', '4', '5', '5', '3']","['2.5', '2.5', '3', '3', '3.5', '3.5', '2.5', '3.5', '5', '3.5', '3.5', '4', '4', '3']"
['1454 Fairmont Ave NW'],['7500'],"['3243', '3243', '\\""3', '3068', '2600', '1832', '3068', '3243', '2408', '3069', '3069', '3342', '2651', 'null']","['4', '4', '4', '3', '4', '2', '3', '4', '3', '3', '3', '4', '3', 'null']","['4', '4', '4', '3.5', '3.5', '2.5', '3.5', '4', '4.5', '4', '4', '6', '4', 'null']"
['2556 Creekwood Ter'],['3500'],"['1499', '1499', '\\""1', '1426', '1705', '1505', '1080', '1400', '1117', '1500', '2200', '1150', '1267', '1865', '1804', '1760', '1925']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3', '3', '3', '4']","['2', '2', '2', '1', '2', '2', '1', '1', '1', '1.5', '3', '1', '1', '3', '2', '3', '2']"
['49 Mount Vernon Cir'],['2450'],"['1750', '1750', '\\""1', '1390', '1480', '1480', '1366', '1366', '1366', '1366', '1480', '1366']","['3', '3', '3', '2', '2', '2', '2', '2', '2', '2', '2', '2']","['2.5', '2.5', '3', '2.5', '3', '2.5', '2.5', '3', '3', '2.5', '3', '2.5']"
['2138 Rachael St SE'],['1400'],"['1630', '1630', '\\""1', '1386', '874', '1025', '1025', '1148', '1685', '1330', '1490', '1066', '2029', '990', '800']","['4', '4', '4', '3', '3', '4', '3', '3', '3', '2', '3', '3', '3', '0', '3']","['3', '3', '3', '2.5', '1', '1', '1.5', '1', '2', '1.5', '2.5', '1', '2', 'null', '1']"
['2198 Browns Mill Rd SE'],['1150'],"['942', '942', '\\""942 sqft\\""', '926', '1108', '1233', '1505', '1012', '887', '1114', '965']","['2', '2', '2', '2', '2', '2', '3', '3', '3', '3', '2']","['1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1']"
['290 Laurel Ln'],['2195'],"['1899', '1899', '\\""1', '2105', '2492', '2918', '2198', '2571', '2239', '1918', '1850', '2224']","['3', '3', '3', '4', '3', '4', '3', '5', '3', '3', '3', '5']","['3', '3', '3', '2.5', '2.5', '4', '2.5', '4', '2.5', '2.5', '2.5', '4']"
['1795 Oakbrook Ln NW'],['1495'],"['1660', '1660', '\\""1', '1624', '1688', '1660', '1796', '1660', '2100', '1660', '2300', 'null', '1688']","['3', '3', '3', '2', '3', '3', '4', '3', '4', '3', '4', '0', '3']","['2.5', '2.5', '3', '2.5', '2.5', '4', '4', '2.5', '4', '2.5', '4', 'null', '2.5']"
['4420 Northside Chase NW'],['13500'],"['8543', '8543', '\\""8', '4493', '4286', '3080', '8213', '5740', '4990', '4401', '3470']","['6', '6', '6', '4', '3', '4', '0', '4', '5', '6', '5']","['6.5', '6.5', '7', '3.5', '5', '3', 'null', '3.5', '5', '6', '4']"
['2595 Waterfall Ct'],['1595'],"['1990', '1990', '\\""1', '1809', '1918', '1912', '1990', '2240', '1940', '1880', '1990', '2374', '1912']","['3', '3', '3', '4', '4', '3', '3', '3', '3', '3', '3', '3', '3']","['3', '3', '3', '2.5', '2.5', '2.5', '2.5', '3', '2.5', '2.5', '2.5', '2.5', '2.5']"
['3656 Gray Birch Dr'],['1550'],"['1739', '1739', '\\""1', '1560', '1560', '1428', '3190', '2140', '1412', '1560', '1560', '1902', '1902', '1860', '1739', '1902', '2872', '1701', '1761']","['3', '3', '3', '3', '3', '3', '5', '3', '3', '3', '3', '4', '4', '3', '3', '4', '4', '4', '4']","['2', '2', '2', '2.5', '2.5', '2', '3', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '2.5', '3', '2.5', 'null', '4', '3']"
['543 Springwood Dr'],['850'],"['900', '900', '\\""900 sqft\\""', '925', '855', '855', '3422', '1711', '1800', '3422', '1248', '1711']","['2', '2', '2', '3', '2', '2', '2', '2', '4', '8', '3', '0']","['1', '1', '1', '1', '1', '1', '2', 'null', '2', 'null', '2', 'null']"
['625 Morgans Trce'],['1678'],"['1846', '1846', '\\""1', '1977', '2398', '1996', '1890', '2175', 'null', 'null', '2362']","['3', '3', '3', '3', '4', '3', '3', '3', 'null', 'null', '3']","['2', '2', '2', '2', '2.5', '2.5', '2', '2', 'null', 'null', '2.5']"
['Warwick Cir NE'],['1675'],"['1300', '1300', '\\""1', '1137', '1200', '1300', '2000', '1124', '1281', '1098', '1458', '1340', '1208', '1296', '1364', '1361']","['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '4', '3', '3', '3', '3', '3']","['1.5', '1.5', '2', '1', '2', '2', '3', '1.5', '2', '1.5', '2', '2', '1.5', '1.5', '2', '2']"
['College St'],['2000'],"['1650', '1650', '\\""1', '1200', '1139', '1627', '1633', '1580', '1653', '1070', '1322', '1200', '1200', '1200', '1200', '1966', '1272', '2078', 'null']","['3', '3', '3', '2', '3', '3', '3', '4', '3', '2', '3', '2', '2', '3', '2', '4', '3', '3', '3']","['2', '2', '2', '1', '2', '2', '2', '2', '2.5', '1.5', '1.5', '2', '2', '1.5', '2', '2', '1', '2', '1.5']"
['484 Glenwood Pl SE'],['2200'],"['11', '11', '\\""11 sqft\\""', 'null', '1100', '1040', '1088', '696', '850', '750', '720']","['2', '2', '2', '2', '2', '2', '3', '2', '2', '2', '2']","['1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1']"
['Browning St SW'],['1600'],"['1224', '1224', '\\""1', '1124', '1220', '1350', '1297', '1428', '1300', '1554', '1000', '1224', 'null', '1152', 'null', '945', '948', '1228', '828']","['3', '3', '3', '3', '4', '3', '3', '4', '2', '3', '3', '3', 'null', '3', '3', '2', '2', '3', '2']","['2', '2', '2', '2', '2', '2', '1', '3', '2', '3.5', '1', '2', 'null', '2', '2', '1', '1', '2', '1']"
['5108 Galbraith Cir'],['1250'],"['1344', '1344', '\\""1', '1154', '1282', '1244', '2152', '1344', '1392', '1392', '1392', '1344', '1344', '1292', '1152']","['4', '4', '4', '3', '3', '3', '4', '3', '3', '3', '3', '3', '3', '3', '3']","['2', '2', '2', '2', '2.5', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
['4050 Keheley Glen Dr NE'],['1500'],"['1804', '1804', '\\""1', '1350', '3441', '2484', '1478', '2118', '1309', '1258', '1376', '1418', '2421', '1816']","['3', '3', '3', '3', '5', '5', '3', '3', '3', '3', '3', '4', '3', '4']","['2', '2', '2', '2', '3.5', '2.5', '2', '2', '2', '2.5', '2', '2.5', '2.5', '3']"
['2411 Magnolia Springs Ct NE'],['2450'],"['2198', '2198', '\\""2', '2181', '2755', '1747', '1240', '3198', '4000', '3393', '1540']","['3', '3', '3', '3', '3', 'null', '4', '4', '6', '4', 'null']","['3', '3', '3', '3', '3', '0.5', '2', '4', '4', '4', '0.5']"
['1408 Vernon Close Rdg'],['3300'],"['null', 'null', '2327', '2860', '2596', '3100', 'null', 'null', 'null', '824', 'null', 'null', '2161', '2998']","['5', '5', '5', '4', '5', '5', '5', 'null', 'null', 'null', '1', 'null', 'null', '4', '5']","['3.5', '3.5', '4', '2.5', '3.5', '3', '3', 'null', 'null', 'null', '1.5', 'null', 'null', '2.5', '3']"
['3846 Glenlake Springs Ct NW'],['1500'],"['1862', '1862', '\\""1', '1490', '1814', '1662', '1516', '1134', '1732', '1781', '2356', '2312', '1236', '2570', '2322', '2223', '2622']","['3', '3', '3', '2', '3', '3', '5', '4', '3', '3', '4', '4', '3', '4', '3', '4', '4']","['2.5', '2.5', '3', '2.5', '2', '2.5', '2', 'null', '2.5', '2.5', '3', '2.5', '2.5', '3', '2.5', '2.5', '3']"
['2201 Brannen Rd SE'],['1075'],"['1249', '1249', '\\""1', '1327', '1359', '1200', '1400', '1572', '1200', '1692', '1310', '1233', '1075', '1075', '1053', '1080', '2575', '1000']","['3', '3', '3', '4', '3', '2', '3', '3', '3', '3', '3', '3', '3', '2', '3', '2', '4', '4']","['1', '1', '1', '2', '2', '2.5', '2', '2.5', '1', '2', '2', '3', '1', '1', '1', '1', '3', '2']"
['3833 Meadow Green Ct'],['1400'],"['2560', '2560', '\\""2', '1700', '1166', '2000', '1', '1152', '1171', '1166', '1472', '1166']","['3', '3', '3', '2', '2', '3', '2', '2', '2', '2', '3', '2']","['2', '2', '2', '2.5', '3', '2.5', '2', '3', '2.5', '3', '2.5', '3']"
['2224 Haverhill Ct SE'],['1600'],"['1602', '1602', '\\""1', '1312', '1320', 'null', 'null', '1292', '1300', '1292', '1312']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']","['2.5', '2.5', '3', '2', '2', '2', '3', '2', '2', '2', '2']"
['1822 Rock Springs Rd NE'],['1400'],"['850', '850', '\\""850 sqft\\""', '840', '840', '840', 'null', '1684', 'null', '840', '840']","['2', '2', '2', '2', '2', '2', 'null', '3', '2', '2', '2']","['1', '1', '1', '1', '1', '1', 'null', '2', '1', '1', '1']"
['470 Oriole Dr SE'],['1414'],"['1150', '1150', '\\""1', '1626', '1292', '1053', '2045', '1075', '1335', '2240', '1463', '1124']","['3', '3', '3', '2', '3', '3', '3', '2', '3', '4', '4', '3']","['1', '1', '1', '3', '2', '1', '2', '1', '1', '3', '2', '1']"
['Allene Ave SW'],['2200'],"['1400', '1400', '\\""1', 'null', '2100', '832', '1425', '1100', '1400', '1556', '1326', 'null', '1120', 'null', '1040', 'null']","['3', '3', '3', '3', '4', '2', '4', '4', '3', '3', '3', 'null', '2', 'null', '3', 'null']","['2', '2', '2', '1.5', '2', '2', '2', '2', '2', '2', '2', 'null', '1', 'null', '1', 'null']"
['1168 Kipling St SE'],['900'],"['900', '900', '\\""900 sqft\\""', '800', '1025', '961', '900', '936', '1271', '920', '1121', '800', '961']","['3', '3', '3', '2', '4', '3', '3', '3', '3', '3', '3', '2', '3']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1']"
['655 Seminole Ave NE'],['6000'],"['3990', '3990', '\\""3', '2400', '2130', '2063', '2800', '2811', '2200', '2580', '2004', 'null', '5180', 'null', 'null', 'null']","['5', '5', '5', '3', '4', '3', '3', '4', '3', '4', '3', '0', '6', '0', 'null', '0']","['4', '4', '4', '3.5', '2', '2', '3.5', '4.5', '2', '3', '2', 'null', '5', 'null', 'null', 'null']"
['208 Clarion Ave'],['5500'],"['3600', '3600', '\\""3', '3119', '3600', '3226', '3339', '2291', '2817', '2086', '3035', '1838']","['4', '4', '4', '4', '4', '4', '5', '4', '6', '2', '6', '3']","['3.5', '3.5', '4', '3', '4', '3.5', '3.5', '2', '4.5', '2', '5', '2']"
['6120 Hemperly Rd'],['1350'],"['1770', '1770', '\\""1', '2618', '2538', '2058', '1821', '2682', '2726', 'null', '2682']","['4', '4', '4', '5', '5', '4', '3', '5', '5', 'null', '5']","['2.5', '2.5', '3', '3', '3', '3', '2.5', '3', '3', 'null', '3']"
['4140 Rainbow Dr'],['1225'],"['2200', '2200', '\\""2', '1753', '1920', '2180', '1750', '2226', '1360', '974', '2083', '2050']","['3', '3', '3', '3', '3', '6', '3', '3', '3', '2', '3', '4']","['2', '2', '2', '2', '2.5', '2', '2', '2', '2', '1', 'null', '3']"
['1756 Thompson Ave'],['1150'],"['1053', '1053', '\\""1', '1215', '1260', '1070', '1380', '1792', '1612', '1000', '988', 'null', '1708', '1354']","['2', '2', '2', '3', '3', '2', '2', '2', '2', '2', '1', '2', '0', '3']","['1', '1', '1', '1', '2', '1.5', '1', '1', '1', '1', '1', '1', '2', '2']"
['3409 River Mill Ln'],['1815'],"['2700', '2700', '\\""2', '1402', '2591', '2236', '2700', '2716', '2242', 'null', '2656', '2382', '2366', '2218']","['4', '4', '4', '3', '4', '4', '4', '5', '4', '4', '4', '3', '4', '3']","['2.5', '2.5', '3', '2', '2.5', '2', '3.5', '3', '3', '3', '2.5', '2.5', '3', '2.5']"
['4060 Rockmill Cv'],['1835'],"['2591', '2591', '\\""2', '1402', '2700', '2236', '1674', '2336', '2260', '2472', '2656', '2656', '2523', '2688']","['4', '4', '4', '3', '4', '4', '4', '4', '3', '3', '4', '4', '4', '4']","['2.5', '2.5', '3', '2', '2.5', '2', '2.5', '2.5', '2.5', '3', '2.5', '2.5', '3', '2.5']"
